time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.248, 87.003, -176.67, -135.524, -60.7982, -52.495, 1.1, 1.3, 3.8, 0, -0.05, -0.02, 0.1, 0, 0.3, 0, 0, 0
0.008, 399.247, 87.004, -176.672, -135.525, -60.7976, -52.4937, 0.6, 1.1, 4, 0, -0.05, -0.03, 0, 0, 0.1, 0, 0, 0
0.012, 399.25, 87.004, -176.666, -135.523, -60.7982, -52.4952, 1.3, 1.3, 3.4, 0, -0.04, -0.02, 0.2, 0, 0.3, 0, 0, 0
0.016, 399.253, 87.004, -176.659, -135.522, -60.7988, -52.4966, 0.3, 0.9, 4.2, 0, -0.06, -0.05, 0, 0, 0.3, 0, 0, 0
0.02, 399.256, 87.004, -176.652, -135.52, -60.7994, -52.498, 0.4, 1.2, 3.9, 0, -0.05, -0.03, 0.1, -0.1, 0.2, 0, 0, 0
0.024, 399.256, 87.004, -176.654, -135.521, -60.7988, -52.4969, 0.9, 1.2, 3.8, 0, -0.05, -0.03, 0.2, 0, 0.3, 0, 0, 0
0.028, 399.259, 87.004, -176.647, -135.52, -60.7994, -52.4983, 1.1, 1.4, 3.7, 0, -0.05, -0.02, 0.3, 0, 0.2, 0, 0, 0
0.032, 399.262, 87.004, -176.64, -135.518, -60.8, -52.4996, 0.6, 1.2, 3.6, 0, -0.04, -0.02, 0.2, -0.1, 0.2, 0, 0, 0
0.036, 399.265, 87.004, -176.633, -135.517, -60.8006, -52.501, 0, 1.3, 3.9, 0, -0.04, -0.03, 0.2, 0, 0.2, 0, 0, 0
0.04, 399.262, 87.002, -176.624, -135.516, -60.8014, -52.5028, -0.3, 1.2, 3.9, 0, -0.04, -0.03, 0.2, 0, 0.3, 0, 0, 0
0.044, 399.265, 87.002, -176.62, -135.515, -60.8014, -52.5029, -0.4, 1.5, 3.7, 0, -0.03, -0.02, 0.1, -0.1, 0.5, 0, 0, 0
0.048, 399.266, 87.002, -176.616, -135.515, -60.8013, -52.503, 0, 1.4, 3.6, 0, -0.04, -0.02, 0.1, 0, 0.4, 0, 0, 0
0.052, 399.269, 87.003, -176.611, -135.515, -60.8013, -52.5032, 0.2, 1.3, 3.6, 0, -0.04, -0.02, 0.2, -0.1, 0.4, 0, 0, 0
0.056, 399.271, 87.003, -176.606, -135.515, -60.8014, -52.5035, 0.7, 1.3, 3.5, 0, -0.04, -0.02, 0.2, -0.1, 0.3, 0, 0, 0
0.06, 399.273, 87.003, -176.604, -135.516, -60.8008, -52.5024, 1.2, 1.3, 3.4, 0, -0.05, -0.02, 0.2, 0, 0.2, 0, 0, 0
0.064, 399.274, 87.004, -176.602, -135.517, -60.8001, -52.5014, 1.4, 1.1, 3.6, 0, -0.06, -0.03, 0.1, -0.1, 0.3, 0, 0, 0
0.068, 399.275, 87.004, -176.599, -135.518, -60.7996, -52.5004, 1.2, 1.1, 3.8, 0, -0.06, -0.03, 0, -0.1, 0.1, 0, 0, 0
0.072, 399.277, 87.005, -176.597, -135.518, -60.799, -52.4994, 0.9, 1, 4.1, -0.01, -0.07, -0.04, 0, -0.1, 0.1, 0, 0, 0
0.076, 399.277, 87.006, -176.596, -135.521, -60.7978, -52.4972, 0.2, 1.1, 4.2, 0, -0.07, -0.02, 0, 0, 0.1, 0, 0, 0
0.08, 399.282, 87.006, -176.587, -135.52, -60.7978, -52.4976, 0, 1.2, 4.2, 0, -0.07, -0.02, 0, 0, 0.1, 0, 0, 0
0.084, 399.283, 87.007, -176.585, -135.521, -60.7972, -52.4965, 0.2, 1.1, 3.9, 0, -0.05, -0.02, 0, 0, 0.1, 0, 0, 0
0.088, 399.285, 87.007, -176.582, -135.522, -60.7966, -52.4956, -0.1, 1, 4, -0.01, -0.06, -0.03, 0.1, -0.1, 0.3, 0, 0, 0
0.092, 399.286, 87.008, -176.58, -135.523, -60.796, -52.4946, 0.5, 1.2, 3.8, 0, -0.05, -0.02, 0.2, -0.1, 0.3, 0, 0, 0
0.096, 399.287, 87.008, -176.578, -135.524, -60.7954, -52.4935, 1, 1.2, 3.6, 0, -0.05, -0.02, 0.2, -0.1, 0.3, 0, 0, 0
0.1, 399.292, 87.009, -176.568, -135.524, -60.7954, -52.494, 0.6, 1.3, 3.9, 0, -0.05, -0.02, 0.2, -0.1, 0.3, 0, 0, 0
0.104, 399.293, 87.009, -176.566, -135.524, -60.7948, -52.4929, 0.2, 1.3, 4.3, 0, -0.06, -0.03, 0.2, -0.1, 0.3, 0, 0, 0
0.108, 399.294, 87.01, -176.564, -135.526, -60.7942, -52.4919, 0.3, 1.3, 4.1, 0, -0.05, -0.02, 0.1, -0.1, 0.2, 0, 0, 0
0.112, 399.296, 87.01, -176.561, -135.527, -60.7935, -52.4908, 0.3, 1.4, 3.9, 0, -0.05, -0.02, 0, -0.1, 0.1, 0, 0, 0
0.116, 399.298, 87.011, -176.556, -135.526, -60.7936, -52.4911, 0.2, 1.1, 3.9, 0, -0.05, -0.04, 0.1, -0.1, 0.3, 0, 0, 0
0.12, 399.302, 87.011, -176.548, -135.526, -60.7935, -52.4914, 0.3, 1.1, 3.8, 0, -0.05, -0.04, 0.2, -0.1, 0.3, 0, 0, 0
0.124, 399.305, 87.011, -176.543, -135.525, -60.7936, -52.4917, 1.3, 1.1, 3.3, 0, -0.04, -0.02, 0.3, -0.1, 0.3, 0, 0, 0
