time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.253, 87.003, -176.672, -135.522, -60.797, -52.4975, 1.1, -3.8, 3.7, -0.03, -0.1, -0.17, 0.2, -0.1, 0.3, 0, 0, 0
0.008, 399.252, 87.003, -176.674, -135.523, -60.7964, -52.4963, 1.3, -3.6, 3.6, -0.03, -0.1, -0.16, 0.2, -0.1, 0.3, 0, 0, 0
0.012, 399.255, 87.003, -176.667, -135.521, -60.797, -52.4977, 1.1, -3.6, 3.4, -0.03, -0.08, -0.16, 0.2, -0.1, 0.4, 0, 0, 0
0.016, 399.252, 86.995, -176.666, -135.522, -60.7972, -52.4983, 1.2, -3.3, 3.3, -0.03, -0.08, -0.15, 0.3, -0.1, 0.4, 0, 0, 0
0.02, 399.251, 86.996, -176.669, -135.523, -60.7967, -52.4972, 0.9, -3.3, 3.6, -0.03, -0.09, -0.16, 0.3, -0.1, 0.3, 0, 0, 0
0.024, 399.254, 86.996, -176.662, -135.521, -60.7973, -52.4987, 1.1, -3.2, 3.4, -0.03, -0.08, -0.15, 0.3, -0.1, 0.3, 0, 0, 0
0.028, 399.254, 86.988, -176.654, -135.52, -60.7981, -52.5007, 1.1, -3.4, 3.7, -0.03, -0.09, -0.16, 0.3, -0.1, 0.4, 0, 0, 0
0.032, 399.248, 86.973, -176.652, -135.521, -60.7986, -52.5019, 1.1, -3.4, 3.7, -0.03, -0.09, -0.16, 0.2, -0.1, 0.4, 0, 0, 0
0.036, 399.249, 86.966, -176.644, -135.519, -60.7994, -52.5039, 1.7, -3.4, 3.5, -0.02, -0.09, -0.16, 0.1, -0.1, 0.3, 0, 0, 0
0.04, 399.249, 86.958, -176.637, -135.518, -60.8002, -52.5058, 1.2, -3.4, 3.8, -0.02, -0.09, -0.16, 0.1, -0.1, 0.3, 0, 0, 0
