time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.274, 87.006, -176.652, -135.517, -60.7986, -52.4996, 6.5, -0.7, -1.6, 0, -0.1, 0, 0.2, -0.1, 0.2, 0, 0, 0
0.008, 399.279, 87.008, -176.654, -135.517, -60.7984, -52.4993, 7.1, -0.1, -1.9, 0, -0.1, 0.02, 0, 0, 0.2, 0, 0, 0
0.012, 399.275, 87.009, -176.665, -135.516, -60.7967, -52.5, 5.9, -0.4, -1.3, 0, -0.11, 0, 0.1, -0.1, 0.1, 0, 0, 0
0.016, 399.272, 87.01, -176.67, -135.516, -60.7959, -52.5003, 7.5, -0.4, -2.1, 0, -0.1, 0, 0.1, 0, 0.2, 0, 0, 0
0.02, 399.265, 87.011, -176.688, -135.518, -60.7936, -52.4996, 6.5, -0.5, -1.3, 0, -0.12, 0, 0.2, 0, 0.2, 0, 0, 0
0.024, 399.263, 87.012, -176.693, -135.517, -60.7928, -52.5, 6.6, -0.5, -1.9, 0, -0.11, 0, 0.2, 0, 0.1, 0, 0, 0
0.028, 399.256, 87.013, -176.711, -135.519, -60.7905, -52.4992, 6.8, -0.5, -1.7, 0, -0.11, 0, 0.1, 0, 0.1, 0, 0, 0
0.032, 399.251, 87.014, -176.723, -135.52, -60.789, -52.4981, 5.6, -0.6, -1.4, 0, -0.11, 0, 0.1, 0, 0.1, 0, 0, 0
0.036, 399.246, 87.014, -176.735, -135.522, -60.7876, -52.4972, 6.4, -0.6, -1.4, 0, -0.12, 0, 0.1, -0.1, 0.1, 0, 0, 0
0.04, 399.238, 87.015, -176.753, -135.523, -60.7854, -52.4965, 5.7, -0.7, -1.1, -0.01, -0.13, 0, 0, 0, 0.1, 0, 0, 0
0.044, 399.236, 87.016, -176.758, -135.523, -60.7845, -52.4968, 5.8, -0.8, -1.2, -0.01, -0.14, -0.01, 0, -0.1, 0.1, 0, 0, 0
0.048, 399.231, 87.017, -176.77, -135.524, -60.7831, -52.4957, 6.3, -0.9, -1.2, -0.01, -0.14, -0.01, 0, 0, 0.2, 0, 0, 0
0.052, 399.229, 87.017, -176.776, -135.524, -60.7823, -52.4961, 5.4, -0.7, -1.1, -0.01, -0.13, 0, 0.1, -0.1, 0.2, 0, 0, 0
0.056, 399.227, 87.018, -176.781, -135.524, -60.7814, -52.4964, 6.1, -0.7, -1.9, 0, -0.09, 0, 0.1, -0.1, 0.2, 0, 0, 0
0.06, 399.222, 87.018, -176.793, -135.525, -60.78, -52.4953, 5.8, -0.8, -1.4, -0.01, -0.09, -0.01, 0.1, 0, 0.2, 0, 0, 0
0.064, 399.22, 87.019, -176.799, -135.525, -60.7792, -52.4957, 5.7, -0.7, -1.7, 0, -0.07, 0, 0.2, 0, 0.3, 0, 0, 0
0.068, 399.217, 87.02, -176.804, -135.525, -60.7783, -52.4961, 6, -0.6, -1.8, 0, -0.07, 0, 0.2, 0, 0.2, 0, 0, 0
0.072, 399.215, 87.02, -176.81, -135.525, -60.7774, -52.4964, 7.1, -0.5, -1.6, 0, -0.11, 0, 0.2, -0.1, 0.2, 0, 0, 0
0.076, 399.217, 87.02, -176.804, -135.525, -60.7783, -52.4961, 5.5, -0.3, -1.3, 0, -0.11, 0.01, 0.1, 0, 0.2, 0, 0, 0
0.08, 399.22, 87.019, -176.799, -135.525, -60.7792, -52.4957, 6.1, -0.2, -1.8, 0, -0.09, 0.01, 0.1, 0, 0.2, 0, 0, 0
0.084, 399.225, 87.021, -176.801, -135.525, -60.779, -52.4954, 6.4, -0.3, -2.2, 0, -0.09, 0.01, 0.1, 0, 0.2, 0, 0, 0
0.088, 399.228, 87.021, -176.794, -135.523, -60.7796, -52.4968, 6.8, -0.3, -2.2, 0, -0.09, 0.01, 0.1, -0.1, 0.1, 0, 0, 0
0.092, 399.23, 87.02, -176.788, -135.523, -60.7804, -52.4964, 7.3, -0.4, -2.3, 0, -0.09, 0.01, 0.3, -0.1, 0.1, 0, 0, 0
0.096, 399.232, 87.02, -176.783, -135.523, -60.7812, -52.4961, 6.6, -0.3, -2.3, 0, -0.08, 0.01, 0.1, 0, 0.2, 0, 0, 0
0.1, 399.234, 87.019, -176.778, -135.524, -60.7821, -52.4958, 6.6, -0.3, -1.5, 0, -0.11, 0, 0.1, 0, 0.2, 0, 0, 0
0.104, 399.237, 87.019, -176.772, -135.524, -60.7829, -52.4954, 6.8, 0, -2, 0, -0.09, 0.02, 0.2, 0, 0.2, 0, 0, 0
0.108, 399.239, 87.018, -176.767, -135.524, -60.7837, -52.4951, 7.1, 0, -2, 0, -0.1, 0.02, 0.1, 0, 0.2, 0, 0, 0
0.112, 399.241, 87.017, -176.762, -135.524, -60.7846, -52.4947, 6, -0.2, -1.2, 0, -0.11, 0.01, 0.1, -0.1, 0.1, 0, 0, 0
0.116, 399.243, 87.017, -176.756, -135.524, -60.7854, -52.4944, 6.1, -0.1, -1.6, 0, -0.11, 0.01, 0.1, 0, 0.2, 0, 0, 0
0.12, 399.246, 87.017, -176.749, -135.522, -60.786, -52.4958, 4.9, -0.2, -0.7, 0, -0.11, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.124, 399.248, 87.016, -176.744, -135.523, -60.7868, -52.4955, 6.1, -0.3, -1.4, 0, -0.11, 0.01, 0.2, 0, 0.2, 0, 0, 0
0.128, 399.25, 87.016, -176.738, -135.523, -60.7877, -52.4951, 5.2, -0.4, -1.2, 0, -0.1, 0, 0.2, -0.1, 0.2, 0, 0, 0
0.132, 399.252, 87.015, -176.733, -135.523, -60.7885, -52.4948, 6.9, -0.2, -1.9, 0, -0.11, 0.01, 0.1, 0, 0.2, 0, 0, 0
0.136, 399.255, 87.014, -176.727, -135.523, -60.7894, -52.4944, 6.7, -0.3, -2, 0, -0.09, 0.01, 0.1, -0.1, 0.2, 0, 0, 0
0.14, 399.26, 87.014, -176.715, -135.521, -60.7908, -52.4955, 5.8, -0.6, -1.4, 0, -0.1, 0, 0.1, -0.1, 0.2, 0, 0, 0
0.144, 399.262, 87.013, -176.71, -135.522, -60.7917, -52.4952, 6, -0.8, -1.3, -0.01, -0.11, -0.01, 0.3, 0, 0.1, 0, 0, 0
0.148, 399.264, 87.013, -176.704, -135.522, -60.7925, -52.4948, 6.3, -0.5, -1.8, 0, -0.1, 0, 0.2, -0.1, 0.2, 0, 0, 0
0.152, 399.266, 87.012, -176.699, -135.522, -60.7933, -52.4945, 7.5, -0.5, -2.8, 0, -0.07, 0, 0.1, -0.1, 0.2, 0, 0, 0
0.156, 399.268, 87.011, -176.694, -135.522, -60.7942, -52.4941, 6.9, -0.5, -2.3, 0, -0.09, 0.01, 0.2, -0.1, 0.2, 0, 0, 0
0.16, 399.271, 87.011, -176.688, -135.521, -60.7947, -52.4954, 6.1, -0.1, -1.9, 0, -0.1, 0.02, 0.2, -0.1, 0.2, 0, 0, 0
0.164, 399.274, 87.011, -176.681, -135.519, -60.7953, -52.4968, 5.5, -0.1, -1.5, 0, -0.09, 0.01, 0, -0.2, 0.2, 0, 0, 0
0.168, 399.277, 87.011, -176.674, -135.517, -60.7959, -52.4983, 6.6, -0.1, -2.1, 0, -0.09, 0.02, 0.1, 0, 0.2, 0, 0, 0
0.172, 399.283, 87.014, -176.676, -135.517, -60.7957, -52.4979, 5.8, -0.3, -1.9, 0, -0.09, 0.01, 0.2, -0.1, 0.2, 0, 0, 0
0.176, 399.287, 87.015, -176.677, -135.516, -60.7955, -52.4976, 5.7, -0.5, -1.5, 0, -0.1, 0, 0.1, -0.1, 0.1, 0, 0, 0
0.18, 399.296, 87.017, -176.672, -135.514, -60.796, -52.4987, 5.8, -0.8, -1.5, 0, -0.1, 0, 0.2, 0, 0, 0, 0, 0
0.184, 399.301, 87.019, -176.674, -135.513, -60.7958, -52.4984, 6.2, -0.5, -2, 0, -0.09, 0, 0.2, 0, 0.1, 0, 0, 0
0.188, 399.307, 87.021, -176.676, -135.513, -60.7955, -52.4981, 6.2, -0.3, -2.1, 0, -0.09, 0, 0.1, 0, 0.2, 0, 0, 0
0.192, 399.312, 87.023, -176.678, -135.512, -60.7954, -52.4978, 5.1, -0.3, -1.4, 0, -0.1, 0, 0.1, 0, 0.2, 0, 0, 0
0.196, 399.317, 87.023, -176.68, -135.514, -60.7965, -52.4954, 6.2, -0.4, -2.3, 0, -0.08, 0.01, 0.1, -0.1, 0.2, 0, 0, 0
0.2, 399.325, 87.024, -176.676, -135.514, -60.7972, -52.4947, 5.8, -0.3, -1.7, 0, -0.09, 0.01, 0.1, 0, 0.1, 0, 0, 0
0.204, 399.338, 87.028, -176.673, -135.511, -60.7974, -52.4955, 5.4, -0.3, -2, 0, -0.09, 0, 0.1, -0.1, 0.2, 0, 0, 0
0.208, 399.344, 87.03, -176.675, -135.511, -60.7972, -52.4952, 5.9, -0.2, -2, 0, -0.09, 0, 0.1, 0, 0.2, 0, 0, 0
0.212, 399.354, 87.034, -176.679, -135.51, -60.7968, -52.4946, 5.1, -0.5, -1.5, 0, -0.09, 0, 0.1, 0, 0.2, 0, 0, 0
0.216, 399.365, 87.038, -176.683, -135.508, -60.7964, -52.4939, 5.8, -0.4, -2, 0, -0.09, 0, 0.2, -0.1, 0.2, 0, 0, 0
0.22, 399.37, 87.04, -176.684, -135.508, -60.7963, -52.4936, 6.7, -0.5, -1.9, 0, -0.09, 0, 0.2, -0.1, 0.2, 0, 0, 0
0.224, 399.383, 87.044, -176.682, -135.505, -60.7964, -52.4943, 6, -0.5, -1.7, 0, -0.09, 0, 0.2, -0.2, 0.3, 0, 0, 0
0.228, 399.394, 87.048, -176.686, -135.504, -60.796, -52.4937, 7.6, -0.5, -2.3, 0, -0.09, 0, 0.1, 0, 0.2, 0, 0, 0
0.232, 399.398, 87.05, -176.69, -135.505, -60.7953, -52.4922, 7.1, -0.7, -2, 0, -0.1, 0, 0.2, 0, 0.2, 0, 0, 0
0.236, 399.409, 87.054, -176.693, -135.504, -60.7949, -52.4916, 8, -0.7, -2.6, 0, -0.09, 0, 0.2, 0, 0.2, 0, 0, 0
0.24, 399.42, 87.058, -176.697, -135.503, -60.7945, -52.491, 7.4, -0.8, -2.1, 0, -0.09, 0, 0.3, -0.1, 0.3, 0, 0, 0
0.244, 399.433, 87.062, -176.694, -135.5, -60.7947, -52.4918, 7.3, -0.7, -2.3, 0, -0.09, 0, 0.3, 0, 0.3, 0, 0, 0
0.248, 399.443, 87.064, -176.698, -135.499, -60.7945, -52.4915, 8.1, -0.5, -2.8, 0, -0.09, 0, 0.2, 0, 0.2, 0, 0, 0
0.252, 399.454, 87.068, -176.702, -135.498, -60.7941, -52.4909, 6.9, -0.7, -2.2, 0, -0.09, 0, 0, 0, 0.2, 0, 0, 0
0.256, 399.46, 87.07, -176.703, -135.497, -60.7939, -52.4905, 6.8, -0.5, -2.6, 0, -0.07, 0, 0.1, -0.1, 0.3, 0, 0, 0
0.26, 399.473, 87.074, -176.7, -135.495, -60.7941, -52.4914, 7, -0.7, -2.4, 0, -0.08, 0, 0.2, -0.1, 0.2, 0, 0, 0
0.264, 399.483, 87.078, -176.704, -135.494, -60.7937, -52.4908, 6.4, -0.4, -2.4, 0, -0.08, 0, 0.2, -0.1, 0.2, 0, 0, 0
0.268, 399.494, 87.082, -176.708, -135.492, -60.7933, -52.4901, 7.3, -0.5, -2.7, 0, -0.09, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.272, 399.499, 87.084, -176.709, -135.492, -60.7932, -52.4898, 6.4, -0.6, -1.8, 0, -0.1, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.276, 399.513, 87.085, -176.707, -135.49, -60.7935, -52.491, 6.9, -0.6, -2.4, 0, -0.09, 0, 0.1, -0.1, 0.2, 0, 0, 0
0.28, 399.523, 87.089, -176.71, -135.489, -60.7932, -52.4904, 6.8, -0.5, -2, 0, -0.09, 0, 0.2, -0.1, 0.2, 0, 0, 0
0.284, 399.529, 87.091, -176.712, -135.488, -60.793, -52.49, 6.2, -0.5, -2, 0, -0.09, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.288, 399.539, 87.095, -176.716, -135.487, -60.7926, -52.4894, 7.1, -0.4, -2.4, 0, -0.09, 0.01, 0.3, -0.1, 0.3, 0, 0, 0
0.292, 399.547, 87.097, -176.711, -135.485, -60.7929, -52.4904, 6.2, -0.7, -1.8, 0, -0.09, 0, 0.2, -0.1, 0.2, 0, 0, 0
0.296, 399.558, 87.101, -176.715, -135.484, -60.7925, -52.4898, 6.6, -0.6, -2.2, 0, -0.09, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.3, 399.563, 87.101, -176.717, -135.484, -60.7925, -52.4898, 6.4, -0.5, -1.7, 0, -0.1, 0, 0.3, -0.2, 0.4, 0, 0, 0
