time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.265, 87, -176.658, -135.527, -60.8021, -52.4917, 6.7, -0.9, -1.2, -0.01, -0.11, 0, 0, -0.2, 0.1, 0, 0, 0
0.008, 399.261, 87.001, -176.668, -135.527, -60.8004, -52.4924, 4.8, -0.4, -0.9, 0, -0.11, 0, 0, -0.1, 0.1, 0, 0, 0
0.012, 399.259, 87.002, -176.674, -135.526, -60.7996, -52.4928, 4.7, -0.5, -0.7, 0, -0.11, 0, 0, -0.1, 0.2, 0, 0, 0
0.016, 399.257, 87.002, -176.679, -135.526, -60.7988, -52.4931, 3.7, -0.5, -0.1, 0, -0.13, 0, 0.1, -0.2, 0, 0, 0, 0
0.02, 399.251, 87.003, -176.691, -135.528, -60.7973, -52.492, 2.7, -0.7, 0, 0, -0.12, 0, 0, -0.3, 0, 0, 0, 0
0.024, 399.247, 87.004, -176.702, -135.528, -60.7957, -52.4927, 3.5, -0.4, -0.6, 0, -0.11, 0, 0, -0.3, 0, 0, 0, 0
0.028, 399.247, 87.007, -176.716, -135.528, -60.794, -52.4913, 4.6, -0.4, -0.6, 0, -0.12, 0.01, 0, -0.1, 0.1, 0, 0, 0
0.032, 399.24, 87.008, -176.734, -135.53, -60.7917, -52.4907, 3.8, -0.6, -0.2, 0, -0.13, 0, 0, -0.1, 0.1, 0, 0, 0
0.036, 399.235, 87.008, -176.746, -135.531, -60.7903, -52.4896, 4, -0.7, -0.7, 0, -0.12, 0, 0, -0.1, 0.1, 0, 0, 0
0.04, 399.233, 87.009, -176.751, -135.531, -60.7895, -52.49, 5.2, -0.5, -1.2, 0, -0.12, 0.01, 0.1, -0.1, 0.2, 0, 0, 0
0.044, 399.228, 87.01, -176.764, -135.532, -60.788, -52.4889, 4.6, -0.8, -0.7, 0, -0.14, 0, 0.1, -0.2, 0, 0, 0, 0
0.048, 399.226, 87.01, -176.769, -135.532, -60.7872, -52.4893, 4.3, -0.7, -0.3, 0, -0.14, 0, 0, -0.2, 0.1, 0, 0, 0
