time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.252, 87, -176.672, -135.524, -60.7984, -52.4954, -0.3, -2.5, 4.5, -0.02, -0.09, -0.15, 0.1, -0.1, 0.3, 0, 0, 0
0.008, 399.249, 86.993, -176.674, -135.526, -60.798, -52.4948, -0.4, -2.3, 4.5, -0.01, -0.09, -0.13, 0.1, -0.2, 0.2, 0, 0, 0
0.012, 399.252, 86.993, -176.667, -135.524, -60.7986, -52.4962, -0.8, -2.3, 4.5, -0.01, -0.09, -0.13, 0.2, -0.1, 0.4, 0, 0, 0
0.016, 399.255, 86.993, -176.66, -135.523, -60.7992, -52.4976, -0.4, -2.1, 4.3, -0.01, -0.08, -0.13, 0.2, 0, 0.4, 0, 0, 0
0.02, 399.258, 86.993, -176.653, -135.521, -60.7998, -52.4991, -0.3, -2.3, 4.3, -0.01, -0.09, -0.13, 0.1, -0.2, 0.2, 0, 0, 0
0.024, 399.26, 86.993, -176.648, -135.521, -60.7999, -52.4994, 0, -2.1, 4.1, 0, -0.07, -0.12, 0.2, -0.1, 0.4, 0, 0, 0
0.028, 399.263, 86.993, -176.642, -135.519, -60.8004, -52.5007, 0, -2.1, 4.2, -0.01, -0.07, -0.13, 0.3, -0.1, 0.4, 0, 0, 0
0.032, 399.266, 86.993, -176.635, -135.518, -60.801, -52.5021, 0.1, -2.1, 4, -0.01, -0.07, -0.13, 0.3, -0.1, 0.4, 0, 0, 0
0.036, 399.269, 86.993, -176.628, -135.516, -60.8016, -52.5035, 0.2, -2.1, 3.9, -0.01, -0.07, -0.13, 0.3, -0.1, 0.4, 0, 0, 0
0.04, 399.272, 86.993, -176.621, -135.514, -60.8022, -52.5049, 0.2, -2.1, 3.9, -0.01, -0.07, -0.13, 0.3, -0.2, 0.5, 0, 0, 0
0.044, 399.275, 86.993, -176.614, -135.513, -60.8028, -52.5062, 0.2, -2.1, 3.9, -0.01, -0.08, -0.13, 0.2, -0.1, 0.4, 0, 0, 0
0.048, 399.278, 86.993, -176.607, -135.511, -60.8034, -52.5076, 0.1, -2.1, 4, -0.01, -0.08, -0.13, 0.2, -0.1, 0.3, 0, 0, 0
0.052, 399.28, 86.993, -176.603, -135.511, -60.8034, -52.5078, 0.4, -2.2, 3.8, -0.01, -0.08, -0.13, 0.2, -0.1, 0.3, 0, 0, 0
0.056, 399.283, 86.993, -176.596, -135.509, -60.804, -52.5092, 0.3, -2.2, 4, -0.01, -0.08, -0.13, 0.1, -0.2, 0.2, 0, 0, 0
