time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.277, 87.006, -176.659, -135.521, -60.8002, -52.495, 6.8, -0.4, -0.8, 0, -0.14, 0.01, 0.3, -0.1, 0.3, 0, 0, 0
0.008, 399.279, 87.009, -176.669, -135.522, -60.7986, -52.494, 6.2, -0.7, -1.3, 0, -0.11, 0, 0.2, -0.3, 0.1, 0, 0, 0
0.012, 399.277, 87.01, -176.674, -135.519, -60.7965, -52.4968, 6, -0.7, -1.2, 0, -0.11, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.016, 399.277, 87.01, -176.674, -135.522, -60.7977, -52.4943, 6, -0.9, -1.1, 0, -0.11, 0, 0.2, -0.3, 0.1, 0, 0, 0
0.02, 399.272, 87.01, -176.686, -135.523, -60.7963, -52.4932, 5.8, -0.8, -0.9, 0, -0.13, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.024, 399.27, 87.011, -176.692, -135.523, -60.7954, -52.4936, 5.6, -0.8, -1, 0, -0.12, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.028, 399.268, 87.012, -176.697, -135.523, -60.7946, -52.4939, 5.5, -0.8, -1, 0, -0.11, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.032, 399.263, 87.012, -176.709, -135.524, -60.7932, -52.4928, 5.4, -1, -0.8, -0.01, -0.11, 0, 0.3, -0.3, 0.3, 0, 0, 0
0.036, 399.257, 87.013, -176.722, -135.526, -60.7917, -52.4918, 5.4, -1, -0.6, -0.01, -0.13, 0, 0.2, -0.2, 0.3, 0, 0, 0
0.04, 399.252, 87.013, -176.734, -135.527, -60.7903, -52.4908, 5.4, -1.1, -0.6, -0.01, -0.13, 0, 0.2, -0.1, 0.2, 0, 0, 0
0.044, 399.248, 87.015, -176.744, -135.527, -60.7887, -52.4915, 5.5, -1, -0.5, -0.01, -0.14, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.048, 399.243, 87.015, -176.757, -135.528, -60.7872, -52.4905, 6.4, -1, -0.8, -0.01, -0.14, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.052, 399.241, 87.016, -176.762, -135.528, -60.7863, -52.4908, 6.6, -1, -0.7, -0.01, -0.16, 0, 0.3, -0.1, 0.3, 0, 0, 0
0.056, 399.239, 87.016, -176.767, -135.528, -60.7856, -52.4911, 6.8, -0.8, -0.7, -0.01, -0.15, 0, 0.2, -0.3, 0.2, 0, 0, 0
0.06, 399.233, 87.017, -176.78, -135.53, -60.7841, -52.4901, 6.9, -0.8, -0.7, -0.01, -0.15, 0, 0.3, -0.1, 0.2, 0, 0, 0
0.064, 399.229, 87.018, -176.79, -135.529, -60.7824, -52.4907, 6.7, -0.9, -1.1, 0, -0.11, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.068, 399.227, 87.019, -176.796, -135.529, -60.7816, -52.4911, 5.7, -0.9, -1, 0, -0.11, 0, 0.3, -0.2, 0.2, 0, 0, 0
0.072, 399.225, 87.019, -176.801, -135.529, -60.7807, -52.4914, 6, -0.4, -1.1, 0, -0.13, 0.02, 0.2, -0.2, 0.2, 0, 0, 0
0.076, 399.227, 87.019, -176.796, -135.529, -60.7816, -52.4911, 6.6, -0.5, -0.6, 0, -0.13, 0, 0.2, -0.1, 0.2, 0, 0, 0
0.08, 399.229, 87.018, -176.79, -135.529, -60.7824, -52.4907, 5.8, -0.5, -0.8, 0, -0.13, 0.02, 0.2, -0.2, 0.2, 0, 0, 0
0.084, 399.232, 87.018, -176.783, -135.528, -60.7831, -52.4922, 6.3, -0.3, -0.7, 0, -0.13, 0.02, 0.1, -0.2, 0.2, 0, 0, 0
0.088, 399.234, 87.018, -176.778, -135.528, -60.7838, -52.4918, 5.5, -0.8, -1.1, 0, -0.11, 0, 0.3, -0.1, 0.4, 0, 0, 0
0.092, 399.237, 87.017, -176.773, -135.528, -60.7847, -52.4915, 5.6, -0.6, -1.5, 0, -0.11, 0.01, 0.2, -0.2, 0.2, 0, 0, 0
0.096, 399.239, 87.016, -176.767, -135.528, -60.7856, -52.4911, 6.2, -0.7, -1.2, 0, -0.11, 0, 0.1, -0.2, 0.3, 0, 0, 0
0.1, 399.241, 87.016, -176.762, -135.528, -60.7863, -52.4908, 5.2, -0.9, -0.6, 0, -0.12, 0, 0.2, -0.1, 0.3, 0, 0, 0
0.104, 399.243, 87.015, -176.757, -135.528, -60.7872, -52.4905, 6.3, -0.8, -0.8, 0, -0.12, 0, 0.3, -0.1, 0.3, 0, 0, 0
0.108, 399.245, 87.015, -176.751, -135.529, -60.7881, -52.4901, 6.1, -0.8, -0.9, 0, -0.11, 0, 0.2, -0.3, 0.2, 0, 0, 0
0.112, 399.247, 87.014, -176.746, -135.529, -60.7888, -52.4898, 5.9, -0.6, -0.5, 0, -0.13, 0, 0.1, -0.2, 0.2, 0, 0, 0
0.116, 399.249, 87.013, -176.741, -135.529, -60.7897, -52.4894, 6.2, -0.5, -0.8, 0, -0.12, 0.01, 0.2, -0.2, 0.2, 0, 0, 0
0.12, 399.251, 87.013, -176.735, -135.529, -60.7906, -52.4891, 6.1, -0.2, -0.8, 0, -0.12, 0.02, 0.2, -0.2, 0.1, 0, 0, 0
0.124, 399.254, 87.012, -176.73, -135.529, -60.7914, -52.4887, 6.8, -0.2, -1.2, 0, -0.12, 0.02, 0.2, -0.2, 0.2, 0, 0, 0
0.128, 399.257, 87.012, -176.723, -135.527, -60.792, -52.4901, 7.2, -0.2, -1.4, 0, -0.12, 0.02, 0.1, -0.2, 0.3, 0, 0, 0
0.132, 399.259, 87.012, -176.718, -135.528, -60.7928, -52.4898, 7.2, -0.1, -1.5, 0, -0.12, 0.03, 0.3, -0.1, 0.2, 0, 0, 0
0.136, 399.261, 87.012, -176.711, -135.526, -60.7934, -52.4911, 6.4, -0.4, -1, 0, -0.13, 0.02, 0.2, -0.2, 0.2, 0, 0, 0
0.14, 399.264, 87.011, -176.706, -135.526, -60.7942, -52.4907, 6, -0.8, -1.3, 0, -0.11, 0, 0.2, -0.3, 0.2, 0, 0, 0
0.144, 399.267, 87.011, -176.699, -135.525, -60.7948, -52.4922, 6.3, -0.7, -1.5, 0, -0.11, 0, 0, -0.2, 0.2, 0, 0, 0
0.148, 399.272, 87.013, -176.701, -135.524, -60.7946, -52.4918, 6.2, -0.6, -1.6, 0, -0.11, 0.01, 0.1, 0, 0.2, 0, 0, 0
0.152, 399.275, 87.013, -176.694, -135.522, -60.7952, -52.4932, 6.3, -0.7, -1.1, 0, -0.12, 0.01, 0.2, -0.2, 0.2, 0, 0, 0
