time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.248, 86.998, -176.671, -135.525, -60.7985, -52.4957, 2, -2.2, 0.4, -0.02, -0.05, -0.06, 0.3, -0.2, 0.3, 0, 0, 0
0.008, 399.252, 87, -176.672, -135.524, -60.7984, -52.4954, 3.3, -2.8, 0.3, -0.03, -0.07, -0.07, 0.2, -0.1, 0.2, 0, 0, 0
0.012, 399.249, 86.993, -176.671, -135.525, -60.7986, -52.496, 2.5, -2.5, 0.5, -0.03, -0.07, -0.07, 0.3, -0.3, 0.3, 0, 0, 0
0.016, 399.252, 86.987, -176.672, -135.524, -60.7986, -52.4963, 2, -2.6, 0.5, -0.03, -0.07, -0.07, 0.3, -0.2, 0.3, 0, 0, 0
0.02, 399.249, 86.98, -176.671, -135.525, -60.7989, -52.497, 2.1, -2.3, 0.6, -0.03, -0.06, -0.07, 0.3, -0.2, 0.3, 0, 0, 0
0.024, 399.246, 86.972, -176.67, -135.525, -60.7991, -52.4976, 1.9, -2.2, 0.6, -0.02, -0.05, -0.06, 0.3, 0, 0.3, 0, 0, 0
0.028, 399.243, 86.965, -176.67, -135.526, -60.7993, -52.4981, 1.8, -2.3, 0.5, -0.02, -0.05, -0.06, 0.1, 0, 0.2, 0, 0, 0
0.032, 399.24, 86.958, -176.669, -135.526, -60.7996, -52.4988, 2, -2.2, 0.4, -0.02, -0.06, -0.05, 0.1, -0.1, 0.2, 0, 0, 0
0.036, 399.237, 86.95, -176.668, -135.526, -60.7998, -52.4994, 2.4, -2, 0.3, -0.02, -0.05, -0.05, 0.2, -0.1, 0.3, 0, 0, 0
0.04, 399.234, 86.942, -176.667, -135.527, -60.8001, -52.5, 2.2, -2, 0.4, -0.02, -0.05, -0.05, 0.2, -0.2, 0.4, 0, 0, 0
0.044, 399.232, 86.936, -176.666, -135.527, -60.8003, -52.5005, 2.1, -2.1, 0.5, -0.02, -0.05, -0.05, 0.3, -0.3, 0.3, 0, 0, 0
0.048, 399.229, 86.928, -176.665, -135.528, -60.8005, -52.5012, 2.1, -2.2, 0.5, -0.02, -0.06, -0.05, 0.3, -0.3, 0.3, 0, 0, 0
0.052, 399.231, 86.922, -176.666, -135.527, -60.8006, -52.5015, 2.3, -2.4, 0.4, -0.02, -0.06, -0.05, 0.2, -0.2, 0.2, 0, 0, 0
0.056, 399.228, 86.915, -176.665, -135.528, -60.8008, -52.5021, 2.4, -2.2, 0.5, -0.02, -0.07, -0.06, 0.2, -0.1, 0.3, 0, 0, 0
0.06, 399.226, 86.908, -176.664, -135.528, -60.801, -52.5026, 2.2, -2.1, 0.4, -0.02, -0.05, -0.06, 0.1, -0.1, 0.2, 0, 0, 0
0.064, 399.227, 86.903, -176.667, -135.529, -60.8005, -52.5017, 2.3, -2.3, 0.2, -0.03, -0.04, -0.07, 0.1, -0.2, 0.2, 0, 0, 0
0.068, 399.224, 86.895, -176.666, -135.53, -60.8007, -52.5024, 2.5, -2.5, 0.2, -0.03, -0.05, -0.07, 0.2, -0.2, 0.3, 0, 0, 0
0.072, 399.226, 86.889, -176.667, -135.529, -60.8008, -52.5027, 2.9, -2.7, 0, -0.03, -0.05, -0.07, 0.2, -0.1, 0.3, 0, 0, 0
0.076, 399.235, 86.892, -176.662, -135.527, -60.8012, -52.5037, 2.9, -2.5, 0.2, -0.03, -0.06, -0.07, 0.4, -0.3, 0.3, 0, 0, 0
0.08, 399.237, 86.887, -176.663, -135.527, -60.8012, -52.504, 2.8, -2.7, 0.1, -0.03, -0.06, -0.08, 0.3, -0.3, 0.4, 0, 0, 0
0.084, 399.24, 86.881, -176.664, -135.527, -60.8012, -52.5043, 2.5, -2.6, 0.3, -0.03, -0.06, -0.08, 0.2, -0.2, 0.3, 0, 0, 0
0.088, 399.242, 86.875, -176.665, -135.527, -60.8013, -52.5046, 2.7, -2.7, 0.4, -0.03, -0.06, -0.09, 0.3, -0.2, 0.3, 0, 0, 0
0.092, 399.252, 86.879, -176.669, -135.525, -60.8009, -52.504, 3, -2.5, 0.5, -0.03, -0.07, -0.07, 0.2, 0, 0.2, 0, 0, 0
0.096, 399.255, 86.874, -176.67, -135.525, -60.8009, -52.5043, 2.5, -2.6, 0.6, -0.03, -0.07, -0.07, 0.2, -0.1, 0.2, 0, 0, 0
0.1, 399.262, 86.87, -176.672, -135.525, -60.8008, -52.5043, 2.5, -2.7, 0.4, -0.03, -0.06, -0.08, 0.4, -0.3, 0.3, 0, 0, 0
0.104, 399.268, 86.872, -176.674, -135.524, -60.8006, -52.504, 2.6, -2.7, 0.3, -0.03, -0.05, -0.07, 0.3, -0.3, 0.3, 0, 0, 0
0.108, 399.276, 86.869, -176.677, -135.523, -60.8004, -52.5039, 2.7, -2.6, 0.2, -0.03, -0.06, -0.07, 0.2, -0.1, 0.2, 0, 0, 0
0.112, 399.278, 86.864, -176.678, -135.523, -60.8005, -52.5042, 2.7, -2.5, 0.2, -0.03, -0.06, -0.07, 0.2, -0.2, 0.1, 0, 0, 0
0.116, 399.289, 86.868, -176.682, -135.522, -60.8001, -52.5036, 2.8, -2.7, 0.2, -0.03, -0.06, -0.08, 0.2, -0.2, 0.2, 0, 0, 0
0.12, 399.291, 86.86, -176.683, -135.522, -60.8003, -52.5043, 2.6, -3, 0.4, -0.03, -0.06, -0.09, 0.2, -0.2, 0.2, 0, 0, 0
0.124, 399.302, 86.864, -176.687, -135.521, -60.7999, -52.5036, 2.7, -3, 0.4, -0.03, -0.06, -0.09, 0.3, -0.3, 0.3, 0, 0, 0
0.128, 399.307, 86.858, -176.681, -135.519, -60.8006, -52.5054, 2.7, -2.8, 0.6, -0.03, -0.07, -0.08, 0.3, -0.3, 0.3, 0, 0, 0
0.132, 399.315, 86.855, -176.684, -135.518, -60.8004, -52.5053, 2.8, -2.6, 0.6, -0.03, -0.07, -0.07, 0.2, -0.2, 0.4, 0, 0, 0
0.136, 399.32, 86.857, -176.686, -135.518, -60.8002, -52.5049, 2.6, -2.6, 0.8, -0.02, -0.07, -0.08, 0.2, -0.1, 0.3, 0, 0, 0
0.14, 399.331, 86.854, -176.681, -135.516, -60.8007, -52.5064, 2.6, -2.6, 0.9, -0.02, -0.08, -0.08, 0.1, -0.2, 0.3, 0, 0, 0
0.144, 399.341, 86.858, -176.685, -135.515, -60.8003, -52.5058, 2.5, -2.5, 0.8, -0.02, -0.07, -0.08, 0.3, -0.2, 0.3, 0, 0, 0
0.148, 399.344, 86.852, -176.686, -135.514, -60.8003, -52.5061, 2.7, -2.5, 0.8, -0.03, -0.07, -0.07, 0.3, -0.2, 0.3, 0, 0, 0
0.152, 399.356, 86.856, -176.685, -135.513, -60.8, -52.5058, 2.5, -2.4, 0.8, -0.03, -0.07, -0.07, 0.3, -0.2, 0.3, 0, 0, 0
0.156, 399.359, 86.851, -176.686, -135.512, -60.8, -52.5061, 2.3, -2.5, 0.9, -0.03, -0.07, -0.07, 0.3, -0.2, 0.3, 0, 0, 0
0.16, 399.37, 86.855, -176.69, -135.511, -60.7996, -52.5054, 2.2, -2.6, 0.9, -0.03, -0.07, -0.08, 0.3, -0.2, 0.3, 0, 0, 0
0.164, 399.375, 86.85, -176.684, -135.51, -60.8002, -52.507, 2.2, -2.7, 1, -0.03, -0.08, -0.07, 0.3, -0.2, 0.3, 0, 0, 0
0.168, 399.386, 86.854, -176.688, -135.509, -60.7998, -52.5063, 2.6, -2.5, 0.9, -0.03, -0.08, -0.07, 0.2, -0.1, 0.2, 0, 0, 0
0.172, 399.391, 86.848, -176.682, -135.507, -60.8005, -52.5081, 2.6, -2.7, 0.7, -0.03, -0.07, -0.08, 0.2, -0.2, 0.3, 0, 0, 0
0.176, 399.393, 86.842, -176.683, -135.507, -60.8005, -52.5084, 2.7, -2.7, 0.7, -0.03, -0.07, -0.08, 0.2, -0.2, 0.3, 0, 0, 0
0.18, 399.399, 86.844, -176.685, -135.506, -60.8003, -52.5081, 2.9, -2.8, 0.6, -0.03, -0.07, -0.08, 0.1, -0.2, 0.2, 0, 0, 0
0.184, 399.404, 86.839, -176.679, -135.504, -60.801, -52.5098, 3, -2.7, 0.4, -0.03, -0.07, -0.07, 0.2, -0.3, 0.3, 0, 0, 0
0.188, 399.415, 86.843, -176.683, -135.503, -60.8006, -52.5092, 2.7, -2.7, 0.5, -0.03, -0.07, -0.07, 0.3, -0.3, 0.3, 0, 0, 0
0.192, 399.42, 86.837, -176.677, -135.501, -60.8012, -52.5109, 2.7, -2.9, 0.5, -0.03, -0.07, -0.07, 0.2, -0.2, 0.2, 0, 0, 0
0.196, 399.424, 86.839, -176.681, -135.502, -60.8004, -52.5094, 3, -2.8, 0.5, -0.03, -0.07, -0.07, 0.2, -0.2, 0.2, 0, 0, 0
0.2, 399.43, 86.835, -176.675, -135.5, -60.801, -52.5109, 2.8, -2.7, 0.4, -0.03, -0.07, -0.07, 0.2, -0.2, 0.2, 0, 0, 0
0.204, 399.435, 86.837, -176.677, -135.5, -60.8008, -52.5106, 2.8, -2.5, 0.4, -0.02, -0.07, -0.06, 0.2, -0.2, 0.4, 0, 0, 0
0.208, 399.436, 86.831, -176.68, -135.501, -60.8003, -52.5096, 2.9, -2.5, 0.5, -0.03, -0.07, -0.07, 0.2, -0.2, 0.3, 0, 0, 0
0.212, 399.445, 86.833, -176.675, -135.499, -60.8007, -52.5107, 2.8, -2.6, 0.4, -0.03, -0.07, -0.07, 0.2, -0.2, 0.3, 0, 0, 0
0.216, 399.446, 86.828, -176.679, -135.5, -60.8001, -52.5098, 2.8, -2.6, 0.4, -0.03, -0.07, -0.07, 0.2, -0.2, 0.3, 0, 0, 0
0.22, 399.454, 86.83, -176.675, -135.499, -60.8, -52.5098, 3, -2.6, 0.4, -0.03, -0.07, -0.07, 0.3, -0.3, 0.3, 0, 0, 0
0.224, 399.45, 86.823, -176.677, -135.501, -60.7996, -52.5092, 2.9, -2.5, 0.4, -0.03, -0.07, -0.07, 0.2, -0.2, 0.2, 0, 0, 0
0.228, 399.457, 86.825, -176.676, -135.501, -60.7988, -52.508, 2.9, -2.5, 0.3, -0.03, -0.07, -0.07, 0.3, -0.2, 0.2, 0, 0, 0
0.232, 399.459, 86.821, -176.679, -135.502, -60.7982, -52.507, 2.9, -2.4, 0.3, -0.03, -0.07, -0.07, 0.2, -0.2, 0.3, 0, 0, 0
