time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.253, 87.003, -176.672, -135.524, -60.7982, -52.4951, 0.1, -3.3, 5.2, -0.02, -0.12, -0.17, 0.3, -0.1, 0.3, 0, 0, 0
0.008, 399.252, 87.003, -176.674, -135.525, -60.7976, -52.4938, 0.3, -3.1, 4.8, -0.03, -0.12, -0.17, 0.3, -0.2, 0.3, 0, 0, 0
0.012, 399.255, 87.003, -176.667, -135.524, -60.7982, -52.4952, 0, -3.6, 4.6, -0.03, -0.11, -0.18, 0.2, -0.1, 0.3, 0, 0, 0
0.016, 399.254, 87.003, -176.669, -135.525, -60.7976, -52.4941, 0.3, -3.6, 4.5, -0.03, -0.11, -0.18, 0.2, -0.1, 0.2, 0, 0, 0
0.02, 399.257, 87.003, -176.662, -135.523, -60.7982, -52.4956, 0.3, -3.4, 4.5, -0.03, -0.1, -0.17, 0.3, 0, 0.3, 0, 0, 0
0.024, 399.26, 87.003, -176.656, -135.521, -60.7988, -52.497, 0.1, -3.4, 4.5, -0.02, -0.1, -0.17, 0.3, -0.1, 0.3, 0, 0, 0
0.028, 399.263, 87.003, -176.649, -135.52, -60.7994, -52.4984, -0.2, -3.4, 4.2, -0.03, -0.09, -0.17, 0.2, 0, 0.1, 0, 0, 0
0.032, 399.263, 86.996, -176.641, -135.519, -60.8002, -52.5003, 0, -3.3, 4.2, -0.02, -0.08, -0.17, 0.1, 0, 0.2, 0, 0, 0
0.036, 399.266, 86.996, -176.634, -135.517, -60.8008, -52.5017, 0, -3.3, 4.5, -0.02, -0.1, -0.17, 0.3, -0.1, 0.3, 0, 0, 0
0.04, 399.269, 86.996, -176.63, -135.517, -60.8008, -52.5019, 0, -3.2, 4.2, -0.03, -0.09, -0.16, 0.2, -0.2, 0.2, 0, 0, 0
0.044, 399.272, 86.996, -176.623, -135.515, -60.8014, -52.5033, 0, -3.1, 4.1, -0.02, -0.09, -0.16, 0.2, -0.1, 0.2, 0, 0, 0
0.048, 399.274, 86.996, -176.616, -135.514, -60.802, -52.5046, -0.1, -3.1, 4.3, -0.03, -0.09, -0.16, 0.3, -0.1, 0.3, 0, 0, 0
0.052, 399.278, 86.996, -176.609, -135.512, -60.8026, -52.506, 0.6, -3.1, 4, -0.03, -0.09, -0.16, 0.2, 0, 0.2, 0, 0, 0
0.056, 399.277, 86.989, -176.604, -135.512, -60.8028, -52.5068, 0.9, -3.1, 4.1, -0.02, -0.1, -0.16, 0.2, 0, 0.2, 0, 0, 0
0.06, 399.283, 86.989, -176.591, -135.509, -60.804, -52.5095, 0.6, -3.1, 4.3, -0.02, -0.1, -0.16, 0.2, -0.1, 0.2, 0, 0, 0
0.064, 399.282, 86.981, -176.585, -135.509, -60.8042, -52.5103, 0.6, -3.2, 4.2, -0.02, -0.1, -0.16, 0.1, -0.2, 0.2, 0, 0, 0
0.068, 399.281, 86.974, -176.581, -135.51, -60.8039, -52.51, 0.5, -3.2, 4.3, -0.02, -0.11, -0.17, 0.2, 0, 0.1, 0, 0, 0
