time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.247, 87.001, -176.684, -135.524, -60.7957, -52.497, -0.2, -1.8, 4.9, -0.01, -0.1, -0.12, 0.3, -0.1, 0.3, 0, 0, 0
0.008, 399.25, 87.001, -176.678, -135.522, -60.7963, -52.4983, -0.6, -1.6, 4.5, -0.01, -0.09, -0.1, 0.1, -0.2, 0.2, 0, 0, 0
0.012, 399.249, 87.001, -176.68, -135.523, -60.7957, -52.497, -0.2, -1.3, 4.4, -0.01, -0.1, -0.1, 0.1, -0.2, 0.1, 0, 0, 0
0.016, 399.252, 87.001, -176.673, -135.522, -60.7963, -52.4984, 0, -1.5, 4.2, -0.01, -0.08, -0.11, 0, -0.2, 0.1, 0, 0, 0
0.02, 399.256, 87.001, -176.666, -135.52, -60.7969, -52.4999, 0, -1.6, 4.4, -0.01, -0.09, -0.12, 0.1, -0.2, 0.3, 0, 0, 0
0.024, 399.256, 86.994, -176.658, -135.519, -60.7977, -52.5019, -0.3, -1.7, 4.6, -0.01, -0.09, -0.12, 0, -0.1, 0.3, 0, 0, 0
0.028, 399.259, 86.994, -176.651, -135.517, -60.7984, -52.5033, -0.1, -1.6, 4.2, -0.01, -0.07, -0.1, 0.1, -0.1, 0.3, 0, 0, 0
0.032, 399.261, 86.994, -176.647, -135.517, -60.7984, -52.5035, -0.2, -1.5, 4.3, -0.01, -0.07, -0.1, 0.1, -0.2, 0.2, 0, 0, 0
0.036, 399.264, 86.996, -176.64, -135.515, -60.7988, -52.5046, -0.4, -1.5, 4.3, -0.01, -0.07, -0.1, 0.1, -0.2, 0.3, 0, 0, 0
0.04, 399.267, 86.996, -176.633, -135.513, -60.7994, -52.506, -0.1, -1.6, 4.2, -0.01, -0.07, -0.1, 0, -0.2, 0.2, 0, 0, 0
0.044, 399.27, 86.996, -176.626, -135.512, -60.8, -52.5074, -0.2, -1.8, 4.3, -0.01, -0.07, -0.12, 0, -0.1, 0.1, 0, 0, 0
0.048, 399.273, 86.996, -176.62, -135.51, -60.8005, -52.5087, -0.5, -1.6, 4.6, -0.01, -0.08, -0.11, 0.1, -0.2, 0, 0, 0, 0
0.052, 399.276, 86.996, -176.613, -135.508, -60.8012, -52.5101, -0.4, -1.7, 4.7, -0.01, -0.09, -0.12, 0, -0.2, 0.1, 0, 0, 0
0.056, 399.278, 86.996, -176.608, -135.508, -60.8011, -52.5103, -0.3, -1.7, 4.6, -0.01, -0.09, -0.12, 0, -0.2, 0.2, 0, 0, 0
0.06, 399.281, 86.996, -176.601, -135.506, -60.8018, -52.5117, -0.4, -1.8, 4.6, -0.01, -0.09, -0.12, 0.1, -0.3, 0.2, 0, 0, 0
0.064, 399.283, 86.997, -176.597, -135.506, -60.8017, -52.5117, -0.3, -1.8, 4.7, -0.02, -0.1, -0.12, 0.1, -0.1, 0.2, 0, 0, 0
0.068, 399.286, 86.997, -176.592, -135.506, -60.8017, -52.5119, 0, -1.8, 4.8, -0.02, -0.1, -0.12, 0, -0.1, 0, 0, 0, 0
0.072, 399.287, 86.998, -176.59, -135.507, -60.8011, -52.511, 0.2, -1.9, 4.7, -0.02, -0.11, -0.12, 0, -0.1, 0, 0, 0, 0
