time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.247, 86.996, -176.671, -135.523, -60.7975, -52.4985, 1.8, -1.7, 0.4, -0.02, -0.04, -0.05, 0.1, -0.2, 0.2, 0, 0, 0
0.008, 399.252, 86.998, -176.673, -135.523, -60.7973, -52.4982, 2.4, -1.8, 0.4, -0.02, -0.06, -0.05, 0.1, -0.2, 0.3, 0, 0, 0
0.012, 399.255, 86.998, -176.666, -135.521, -60.7979, -52.4997, 1.5, -1.7, 0.5, -0.02, -0.05, -0.05, 0.3, -0.1, 0.3, 0, 0, 0
0.016, 399.254, 86.998, -176.668, -135.522, -60.7973, -52.4984, 1.2, -1.2, 0.5, -0.02, -0.04, -0.04, 0.2, -0.1, 0.4, 0, 0, 0
0.02, 399.26, 87, -176.67, -135.522, -60.7971, -52.4981, 1.2, -1.4, 0.5, -0.02, -0.05, -0.05, 0.3, -0.1, 0.3, 0, 0, 0
0.024, 399.257, 86.993, -176.669, -135.522, -60.7974, -52.4987, 1.4, -1.7, 1.1, -0.02, -0.06, -0.05, 0.3, -0.1, 0.3, 0, 0, 0
0.028, 399.254, 86.985, -176.668, -135.523, -60.7976, -52.4993, 2.1, -1.6, 0.6, -0.02, -0.05, -0.05, 0.1, -0.3, 0.5, 0, 0, 0
0.032, 399.251, 86.978, -176.667, -135.523, -60.7978, -52.5, 1.4, -1.6, 0.8, -0.02, -0.05, -0.05, 0.1, -0.2, 0.3, 0, 0, 0
0.036, 399.248, 86.97, -176.666, -135.523, -60.7981, -52.5006, 1.5, -1.7, 0.7, -0.02, -0.05, -0.05, 0.1, -0.2, 0.2, 0, 0, 0
0.04, 399.251, 86.965, -176.667, -135.523, -60.7981, -52.5008, 1.1, -1.7, 1, -0.02, -0.05, -0.05, 0.3, -0.1, 0.4, 0, 0, 0
0.044, 399.248, 86.958, -176.666, -135.523, -60.7983, -52.5014, 0.9, -1.7, 1.5, -0.01, -0.07, -0.05, 0.2, -0.1, 0.4, 0, 0, 0
0.048, 399.248, 86.95, -176.658, -135.522, -60.7992, -52.5035, 1.5, -1.5, 1.1, -0.01, -0.06, -0.04, 0.3, -0.1, 0.3, 0, 0, 0
0.052, 399.245, 86.943, -176.657, -135.523, -60.7994, -52.5041, 1.7, -1.6, 0.9, -0.02, -0.06, -0.04, 0.2, -0.1, 0.3, 0, 0, 0
0.056, 399.242, 86.936, -176.658, -135.524, -60.7991, -52.5035, 1.3, -1.6, 1.2, -0.02, -0.06, -0.04, 0, -0.2, 0.3, 0, 0, 0
0.06, 399.247, 86.93, -176.652, -135.522, -60.7998, -52.5053, 1.6, -1.7, 1.2, -0.01, -0.06, -0.06, 0, -0.2, 0.3, 0, 0, 0
0.064, 399.244, 86.923, -176.651, -135.523, -60.8, -52.5059, 1.9, -1.7, 0.9, -0.01, -0.06, -0.06, 0.2, -0.1, 0.3, 0, 0, 0
0.068, 399.249, 86.925, -176.653, -135.522, -60.7998, -52.5056, 1.9, -1.8, 0.7, -0.02, -0.04, -0.05, 0.2, -0.1, 0.3, 0, 0, 0
