time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.252, 87, -176.672, -135.524, -60.7984, -52.4954, 3.4, -3.2, 0, -0.04, -0.06, -0.09, 0.2, 0, 0.4, 0, 0, 0
0.008, 399.258, 86.995, -176.666, -135.523, -60.799, -52.4971, 3.3, -2.7, 0, -0.03, -0.04, -0.08, 0.1, -0.2, 0.3, 0, 0, 0
0.012, 399.263, 86.997, -176.671, -135.523, -60.7982, -52.4956, 3, -2.9, 0.2, -0.04, -0.06, -0.09, 0.1, -0.2, 0.3, 0, 0, 0
0.016, 399.267, 86.999, -176.672, -135.523, -60.798, -52.4953, 3.4, -3.1, 0, -0.03, -0.05, -0.09, 0.2, -0.2, 0.4, 0, 0, 0
0.02, 399.265, 86.991, -176.671, -135.523, -60.7982, -52.4959, 3.4, -3.2, -0.1, -0.03, -0.05, -0.09, 0.2, -0.1, 0.4, 0, 0, 0
0.024, 399.27, 86.993, -176.673, -135.523, -60.798, -52.4956, 3.2, -3.2, 0, -0.04, -0.04, -0.09, 0.2, -0.2, 0.3, 0, 0, 0
0.028, 399.273, 86.988, -176.674, -135.522, -60.7981, -52.4959, 3.4, -3.1, -0.1, -0.03, -0.05, -0.09, 0.2, -0.2, 0.3, 0, 0, 0
0.032, 399.274, 86.98, -176.675, -135.523, -60.7983, -52.4965, 3.5, -3.1, -0.2, -0.03, -0.05, -0.09, 0.1, -0.2, 0.3, 0, 0, 0
0.036, 399.28, 86.982, -176.677, -135.522, -60.7981, -52.4962, 3.6, -3, -0.2, -0.03, -0.05, -0.09, 0.2, -0.2, 0.4, 0, 0, 0
0.04, 399.288, 86.979, -176.68, -135.521, -60.7979, -52.4961, 3.6, -3, -0.1, -0.03, -0.05, -0.09, 0.2, -0.1, 0.4, 0, 0, 0
0.044, 399.29, 86.973, -176.681, -135.521, -60.798, -52.4965, 3.7, -3, 0, -0.04, -0.06, -0.09, 0.3, -0.2, 0.4, 0, 0, 0
0.048, 399.298, 86.97, -176.684, -135.52, -60.7978, -52.4964, 4.1, -3.1, 0, -0.04, -0.06, -0.09, 0.2, -0.2, 0.5, 0, 0, 0
0.052, 399.305, 86.966, -176.687, -135.52, -60.7977, -52.4965, 4.1, -3, -0.1, -0.03, -0.05, -0.09, 0.3, -0.2, 0.5, 0, 0, 0
0.056, 399.308, 86.961, -176.688, -135.519, -60.7977, -52.4967, 4, -3.3, 0, -0.04, -0.05, -0.1, 0.3, -0.3, 0.4, 0, 0, 0
0.06, 399.318, 86.958, -176.683, -135.517, -60.7982, -52.4981, 3.8, -3.2, 0, -0.04, -0.05, -0.1, 0.3, -0.2, 0.3, 0, 0, 0
0.064, 399.326, 86.954, -176.686, -135.516, -60.798, -52.4981, 3.8, -3.2, 0, -0.04, -0.04, -0.09, 0.2, -0.1, 0.3, 0, 0, 0
0.068, 399.334, 86.95, -176.689, -135.516, -60.7979, -52.4981, 3.6, -2.9, 0, -0.03, -0.05, -0.09, 0.1, 0, 0.2, 0, 0, 0
0.072, 399.34, 86.946, -176.683, -135.514, -60.7985, -52.4998, 3.2, -2.9, -0.1, -0.03, -0.04, -0.08, 0.2, -0.1, 0.3, 0, 0, 0
0.076, 399.346, 86.942, -176.688, -135.514, -60.7978, -52.4987, 3.2, -2.9, 0, -0.03, -0.04, -0.08, 0.2, -0.1, 0.4, 0, 0, 0
0.08, 399.354, 86.939, -176.691, -135.513, -60.7976, -52.4986, 2.9, -2.9, 0, -0.03, -0.04, -0.08, 0.3, -0.1, 0.5, 0, 0, 0
0.084, 399.362, 86.935, -176.694, -135.513, -60.7975, -52.4987, 3, -2.9, 0, -0.03, -0.04, -0.08, 0.2, -0.2, 0.5, 0, 0, 0
