time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.279, 87.006, -176.654, -135.521, -60.8009, -52.4947, 6.1, -0.1, -1.8, 0, -0.09, 0.01, 0.1, -0.1, 0.5, 0, 0, 0
0.008, 399.277, 87.006, -176.659, -135.521, -60.8002, -52.495, 7.1, -0.5, -2.6, 0, -0.08, 0, 0.2, -0.1, 0.4, 0, 0, 0
0.012, 399.274, 87.007, -176.665, -135.521, -60.7993, -52.4954, 7.2, -0.5, -2.3, 0, -0.09, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.016, 399.272, 87.008, -176.67, -135.521, -60.7984, -52.4957, 5.7, -0.9, -1.4, -0.01, -0.11, -0.01, 0.2, -0.2, 0.2, 0, 0, 0
0.02, 399.27, 87.008, -176.675, -135.521, -60.7977, -52.4961, 6.5, -0.6, -1.7, -0.01, -0.11, 0, 0.2, -0.2, 0.4, 0, 0, 0
0.024, 399.265, 87.009, -176.688, -135.522, -60.7962, -52.495, 5.8, -0.5, -1.2, -0.01, -0.11, 0, 0.2, -0.2, 0.5, 0, 0, 0
0.028, 399.258, 87.01, -176.705, -135.524, -60.7939, -52.4942, 5.3, -0.4, -1.3, 0, -0.11, 0, 0.2, -0.1, 0.4, 0, 0, 0
0.032, 399.253, 87.011, -176.718, -135.525, -60.7925, -52.4932, 6.1, -0.2, -1.8, 0, -0.1, 0, 0.2, -0.2, 0.5, 0, 0, 0
0.036, 399.248, 87.012, -176.729, -135.525, -60.7907, -52.4939, 6.1, -0.2, -1.5, 0, -0.11, 0.01, 0.2, -0.3, 0.5, 0, 0, 0
0.04, 399.249, 87.014, -176.742, -135.526, -60.7892, -52.4926, 6.5, -0.5, -1.6, 0, -0.12, 0, 0.3, -0.2, 0.4, 0, 0, 0
0.044, 399.244, 87.015, -176.755, -135.527, -60.7877, -52.4916, 5.8, -0.4, -1.3, -0.01, -0.13, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.048, 399.241, 87.016, -176.76, -135.527, -60.7869, -52.4919, 6.7, -0.4, -1.8, 0, -0.13, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.052, 399.234, 87.017, -176.778, -135.528, -60.7846, -52.4912, 7.2, -0.4, -1.7, 0, -0.13, 0, 0.2, -0.2, 0.3, 0, 0, 0
0.056, 399.232, 87.017, -176.783, -135.528, -60.7838, -52.4915, 6.3, -0.5, -1.4, 0, -0.12, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.06, 399.23, 87.018, -176.788, -135.528, -60.783, -52.4918, 6, -0.5, -1.7, 0, -0.09, 0, 0.2, -0.2, 0.3, 0, 0, 0
0.064, 399.225, 87.019, -176.801, -135.53, -60.7815, -52.4908, 6.3, -0.5, -2, 0, -0.08, 0, 0.2, -0.2, 0.3, 0, 0, 0
0.068, 399.223, 87.019, -176.806, -135.53, -60.7807, -52.4911, 5.2, -0.7, -1.7, 0, -0.06, 0, 0.3, -0.2, 0.4, 0, 0, 0
0.072, 399.22, 87.02, -176.812, -135.529, -60.7798, -52.4915, 5.9, -0.4, -2.1, 0, -0.07, 0, 0.2, -0.1, 0.4, 0, 0, 0
0.076, 399.223, 87.019, -176.806, -135.53, -60.7807, -52.4911, 5.7, -0.4, -1.1, 0, -0.11, 0, 0.3, -0.1, 0.3, 0, 0, 0
0.08, 399.228, 87.019, -176.794, -135.528, -60.7821, -52.4922, 5.5, 0, -1.6, 0, -0.09, 0.02, 0.2, -0.2, 0.2, 0, 0, 0
0.084, 399.23, 87.018, -176.788, -135.528, -60.783, -52.4918, 5.7, -0.7, -1.6, 0, -0.09, 0, 0.2, -0.3, 0.5, 0, 0, 0
0.088, 399.233, 87.018, -176.781, -135.527, -60.7836, -52.4933, 6.3, -0.8, -1.4, 0, -0.1, 0, 0.2, -0.1, 0.4, 0, 0, 0
0.092, 399.235, 87.017, -176.776, -135.527, -60.7844, -52.4929, 6, -0.7, -1.4, 0, -0.1, 0, 0.2, -0.2, 0.3, 0, 0, 0
0.096, 399.237, 87.017, -176.771, -135.527, -60.7852, -52.4926, 6, -0.4, -1.4, 0, -0.09, 0, 0.3, -0.2, 0.4, 0, 0, 0
0.1, 399.24, 87.016, -176.765, -135.527, -60.7861, -52.4922, 6.4, -0.3, -1.5, 0, -0.09, 0, 0.2, -0.2, 0.3, 0, 0, 0
0.104, 399.241, 87.016, -176.76, -135.527, -60.7869, -52.4919, 6, -0.3, -1.7, 0, -0.09, 0, 0.2, -0.2, 0.4, 0, 0, 0
0.108, 399.244, 87.015, -176.755, -135.527, -60.7877, -52.4916, 5.4, -0.1, -1.5, 0, -0.09, 0.01, 0.1, -0.3, 0.5, 0, 0, 0
0.112, 399.249, 87.014, -176.742, -135.526, -60.7892, -52.4926, 6, 0, -1.7, 0, -0.09, 0.01, 0.2, -0.1, 0.4, 0, 0, 0
0.116, 399.251, 87.014, -176.737, -135.526, -60.79, -52.4923, 4.6, -0.7, -1.2, 0, -0.09, 0, 0.2, -0.2, 0.4, 0, 0, 0
0.12, 399.253, 87.013, -176.732, -135.526, -60.7909, -52.4919, 5, -0.3, -1.7, 0, -0.08, 0.01, 0.2, -0.2, 0.5, 0, 0, 0
0.124, 399.255, 87.013, -176.726, -135.526, -60.7917, -52.4916, 5.7, -0.7, -1.7, 0, -0.09, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.128, 399.257, 87.012, -176.721, -135.526, -60.7926, -52.4912, 6.8, -0.4, -1.5, 0, -0.11, 0, 0.2, -0.2, 0.5, 0, 0, 0
0.132, 399.26, 87.012, -176.714, -135.525, -60.7931, -52.4925, 6, -0.5, -1.3, 0, -0.11, 0, 0.1, -0.2, 0.4, 0, 0, 0
0.136, 399.262, 87.011, -176.709, -135.525, -60.7939, -52.4922, 7, -0.2, -1.8, 0, -0.09, 0.01, 0.3, -0.2, 0.4, 0, 0, 0
0.14, 399.264, 87.011, -176.704, -135.525, -60.7948, -52.4918, 6.3, -0.1, -1.9, 0, -0.09, 0.01, 0.2, -0.2, 0.2, 0, 0, 0
0.144, 399.267, 87.011, -176.697, -135.523, -60.7954, -52.4933, 6.5, -0.5, -1.6, 0, -0.1, 0, 0.2, -0.1, 0.4, 0, 0, 0
