time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.28, 87.018, -176.66, -135.513, -60.7959, -52.5013, 6, -0.4, -0.6, 0, -0.14, 0.01, 0.3, -0.3, 0.3, 0, 0, 0
0.008, 399.278, 87.019, -176.665, -135.513, -60.7951, -52.5017, 6.6, -0.5, -1.2, 0, -0.12, 0.01, 0.1, -0.1, 0.3, 0, 0, 0
0.012, 399.275, 87.019, -176.671, -135.513, -60.7942, -52.5021, 6.6, -0.4, -1.2, 0, -0.12, 0.01, 0.2, -0.1, 0.4, 0, 0, 0
0.016, 399.275, 87.02, -176.673, -135.514, -60.7937, -52.501, 6.2, -0.5, -1.1, 0, -0.14, 0.01, 0.3, -0.3, 0.3, 0, 0, 0
0.02, 399.273, 87.02, -176.678, -135.514, -60.7929, -52.5013, 6.3, -0.6, -1, 0, -0.14, 0.01, 0.1, -0.2, 0.3, 0, 0, 0
0.024, 399.267, 87.021, -176.69, -135.516, -60.7914, -52.5002, 6.6, -0.8, -1.1, 0, -0.14, 0, 0.2, -0.3, 0.5, 0, 0, 0
0.028, 399.265, 87.021, -176.696, -135.515, -60.7906, -52.5006, 6.4, -0.7, -1.3, 0, -0.11, 0, 0.2, -0.2, 0.5, 0, 0, 0
0.032, 399.263, 87.022, -176.701, -135.515, -60.7898, -52.5009, 6.5, -0.7, -1.2, 0, -0.12, 0.01, 0.2, -0.2, 0.3, 0, 0, 0
0.036, 399.258, 87.022, -176.713, -135.517, -60.7883, -52.4998, 6.2, -0.8, -1.2, 0, -0.12, 0, 0.2, -0.2, 0.3, 0, 0, 0
0.04, 399.251, 87.024, -176.732, -135.518, -60.786, -52.4991, 6.1, -0.9, -1, -0.01, -0.13, 0, 0.3, -0.3, 0.3, 0, 0, 0
0.044, 399.246, 87.024, -176.743, -135.519, -60.7846, -52.4982, 7.2, -0.8, -1.5, 0, -0.14, 0, 0.2, -0.3, 0.4, 0, 0, 0
0.048, 399.244, 87.025, -176.748, -135.519, -60.7838, -52.4985, 7, -0.7, -1.5, 0, -0.14, 0, 0.2, -0.3, 0.4, 0, 0, 0
0.052, 399.238, 87.025, -176.761, -135.523, -60.7836, -52.4948, 7, -0.7, -1.2, 0, -0.14, 0, 0.2, -0.1, 0.3, 0, 0, 0
0.056, 399.236, 87.026, -176.766, -135.523, -60.7828, -52.4951, 6.9, -0.6, -1.1, 0, -0.14, 0, 0.1, -0.2, 0.3, 0, 0, 0
0.06, 399.231, 87.027, -176.778, -135.524, -60.7813, -52.4941, 7, -0.6, -1.2, 0, -0.14, 0.01, 0.2, -0.1, 0.4, 0, 0, 0
0.064, 399.234, 87.029, -176.786, -135.524, -60.7803, -52.4941, 6.6, -0.5, -1.2, 0, -0.14, 0.01, 0.2, -0.3, 0.4, 0, 0, 0
0.068, 399.233, 87.03, -176.791, -135.524, -60.7795, -52.4944, 6.8, -0.8, -0.9, 0, -0.11, 0, 0.3, -0.4, 0.3, 0, 0, 0
0.072, 399.23, 87.03, -176.796, -135.523, -60.7786, -52.4948, 6.7, -0.6, -1, 0, -0.11, 0, 0.3, -0.3, 0.3, 0, 0, 0
0.076, 399.228, 87.031, -176.802, -135.523, -60.7778, -52.4951, 6.3, -0.5, -0.5, 0, -0.13, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.08, 399.23, 87.03, -176.796, -135.523, -60.7786, -52.4948, 6.5, -0.4, -0.7, 0, -0.13, 0, 0.2, -0.3, 0.4, 0, 0, 0
0.084, 399.233, 87.03, -176.791, -135.524, -60.7795, -52.4944, 6, -0.4, -0.7, 0, -0.14, 0.01, 0.2, -0.3, 0.4, 0, 0, 0
0.088, 399.236, 87.03, -176.784, -135.522, -60.7801, -52.4958, 5.7, 0, -1.2, 0, -0.11, 0.02, 0.2, -0.3, 0.4, 0, 0, 0
0.092, 399.238, 87.029, -176.779, -135.522, -60.7809, -52.4955, 5.9, 0, -1.1, 0, -0.12, 0.02, 0.1, -0.1, 0.5, 0, 0, 0
0.096, 399.24, 87.029, -176.773, -135.522, -60.7817, -52.4952, 6.6, -0.1, -1.4, 0, -0.11, 0.02, 0.3, -0.2, 0.4, 0, 0, 0
0.1, 399.243, 87.029, -176.766, -135.521, -60.7823, -52.4966, 6, -0.2, -1.1, 0, -0.12, 0.02, 0.3, -0.3, 0.3, 0, 0, 0
0.104, 399.245, 87.028, -176.761, -135.521, -60.7832, -52.4962, 5.8, -0.3, -1, 0, -0.12, 0.01, 0.2, -0.3, 0.4, 0, 0, 0
0.108, 399.247, 87.028, -176.756, -135.521, -60.784, -52.4959, 5.2, -0.7, -0.6, 0, -0.12, 0, 0.3, -0.3, 0.3, 0, 0, 0
0.112, 399.249, 87.027, -176.75, -135.521, -60.7848, -52.4956, 6, -0.4, -0.8, 0, -0.12, 0.01, 0.3, -0.3, 0.3, 0, 0, 0
0.116, 399.251, 87.026, -176.745, -135.521, -60.7857, -52.4952, 6.7, -0.2, -1, 0, -0.13, 0.02, 0.2, -0.3, 0.4, 0, 0, 0
0.12, 399.253, 87.026, -176.74, -135.521, -60.7865, -52.4949, 6.7, 0.1, -0.9, 0, -0.13, 0.03, 0.3, -0.3, 0.3, 0, 0, 0
0.124, 399.255, 87.025, -176.734, -135.521, -60.7873, -52.4945, 6.6, -0.1, -1, 0, -0.13, 0.02, 0.3, -0.2, 0.4, 0, 0, 0
0.128, 399.258, 87.025, -176.728, -135.52, -60.7879, -52.4958, 5.8, 0, -0.5, 0, -0.14, 0.02, 0.1, -0.2, 0.3, 0, 0, 0
0.132, 399.26, 87.025, -176.722, -135.52, -60.7888, -52.4954, 6.1, 0, -0.7, 0, -0.14, 0.02, 0.2, -0.2, 0.3, 0, 0, 0
0.136, 399.263, 87.024, -176.717, -135.52, -60.7896, -52.4951, 6.5, -0.3, -0.8, 0, -0.14, 0.01, 0.2, -0.1, 0.3, 0, 0, 0
0.14, 399.265, 87.023, -176.712, -135.52, -60.7904, -52.4948, 7.1, -0.6, -0.8, 0, -0.14, 0, 0.2, -0.3, 0.3, 0, 0, 0
0.144, 399.267, 87.023, -176.706, -135.52, -60.7913, -52.4944, 5.6, -0.5, -0.5, 0, -0.14, 0, 0.3, -0.3, 0.3, 0, 0, 0
0.148, 399.27, 87.023, -176.699, -135.519, -60.7919, -52.4958, 6, -0.3, -0.2, 0, -0.15, 0.01, 0.2, -0.2, 0.3, 0, 0, 0
0.152, 399.272, 87.022, -176.694, -135.519, -60.7927, -52.4955, 6.4, -0.3, -0.2, 0, -0.16, 0.02, 0.2, -0.3, 0.4, 0, 0, 0
0.156, 399.274, 87.022, -176.689, -135.519, -60.7935, -52.4952, 6, -0.1, -0.7, 0, -0.14, 0.02, 0.3, -0.3, 0.3, 0, 0, 0
0.16, 399.277, 87.022, -176.682, -135.517, -60.7941, -52.4966, 5.6, -0.4, -0.6, 0, -0.14, 0.01, 0.2, -0.2, 0.3, 0, 0, 0
0.164, 399.279, 87.021, -176.676, -135.518, -60.795, -52.4962, 6.6, -0.2, -1.5, 0, -0.12, 0.02, 0.2, -0.1, 0.3, 0, 0, 0
0.168, 399.281, 87.02, -176.671, -135.518, -60.7958, -52.4959, 5.2, 0, -0.3, 0, -0.13, 0.03, 0.2, -0.1, 0.2, 0, 0, 0
0.172, 399.285, 87.02, -176.664, -135.516, -60.7965, -52.4973, 6.7, -0.1, -0.7, 0, -0.14, 0.02, 0.3, -0.3, 0.3, 0, 0, 0
0.176, 399.286, 87.02, -176.659, -135.516, -60.7972, -52.497, 6.7, -0.3, -1.3, 0, -0.12, 0.02, 0.2, -0.2, 0.3, 0, 0, 0
0.18, 399.289, 87.017, -176.652, -135.515, -60.798, -52.4988, 5.8, -0.3, -0.6, 0, -0.13, 0.02, 0.2, -0.2, 0.3, 0, 0, 0
0.184, 399.292, 87.017, -176.646, -135.514, -60.7986, -52.5, 5.3, -0.2, -1.2, 0, -0.11, 0.02, 0.1, -0.2, 0.3, 0, 0, 0
0.188, 399.301, 87.019, -176.641, -135.512, -60.799, -52.5011, 5.5, 0, -1.2, 0, -0.11, 0.02, 0.1, -0.2, 0.3, 0, 0, 0
0.192, 399.304, 87.019, -176.634, -135.51, -60.7996, -52.5026, 5.6, -0.1, -0.9, 0, -0.12, 0.02, 0.1, -0.2, 0.3, 0, 0, 0
0.196, 399.312, 87.021, -176.629, -135.508, -60.8, -52.5037, 7, -0.2, -1.4, 0, -0.12, 0.02, 0, -0.3, 0.3, 0, 0, 0
0.2, 399.317, 87.023, -176.63, -135.507, -60.7998, -52.5034, 6.1, -0.2, -1.2, 0, -0.12, 0.02, 0, -0.2, 0.3, 0, 0, 0
0.204, 399.32, 87.023, -176.624, -135.506, -60.8004, -52.5046, 6.1, -0.6, -0.9, 0, -0.13, 0, 0.2, -0.3, 0.4, 0, 0, 0
0.208, 399.325, 87.025, -176.626, -135.505, -60.8002, -52.5043, 6, -0.8, -0.8, 0, -0.12, 0, 0.1, -0.2, 0.3, 0, 0, 0
0.212, 399.331, 87.027, -176.628, -135.505, -60.8, -52.504, 6, -0.6, -0.7, 0, -0.12, 0, 0.1, -0.2, 0.4, 0, 0, 0
0.216, 399.339, 87.029, -176.623, -135.502, -60.8004, -52.5051, 6.2, -0.6, -0.7, 0, -0.12, 0, 0, -0.2, 0.3, 0, 0, 0
0.22, 399.344, 87.031, -176.625, -135.502, -60.8002, -52.5048, 6, -0.5, -0.7, 0, -0.12, 0, 0, -0.2, 0.3, 0, 0, 0
0.224, 399.353, 87.033, -176.62, -135.5, -60.8006, -52.5059, 6.1, -0.4, -0.8, 0, -0.12, 0, 0.1, -0.1, 0.3, 0, 0, 0
0.228, 399.363, 87.037, -176.623, -135.498, -60.8002, -52.5053, 5.9, -0.5, -0.9, 0, -0.12, 0, 0.1, -0.2, 0.3, 0, 0, 0
0.232, 399.369, 87.039, -176.625, -135.498, -60.8, -52.505, 6.1, -0.5, -0.9, 0, -0.13, 0, 0.2, -0.2, 0.3, 0, 0, 0
0.236, 399.382, 87.041, -176.622, -135.496, -60.8004, -52.5062, 6.1, -0.3, -0.6, 0, -0.14, 0.01, 0.2, -0.2, 0.3, 0, 0, 0
0.24, 399.393, 87.045, -176.626, -135.494, -60.8, -52.5055, 6, -0.3, -0.9, 0, -0.12, 0.01, 0.2, -0.3, 0.4, 0, 0, 0
0.244, 399.406, 87.049, -176.624, -135.492, -60.8002, -52.5062, 6, -0.1, -1, 0, -0.12, 0.02, 0.2, -0.1, 0.3, 0, 0, 0
0.248, 399.416, 87.052, -176.627, -135.491, -60.7998, -52.5056, 6.8, 0, -1.1, 0, -0.12, 0.02, 0.2, -0.1, 0.4, 0, 0, 0
0.252, 399.43, 87.057, -176.624, -135.488, -60.8, -52.5063, 6.7, -0.1, -1, 0, -0.12, 0.02, 0.2, -0.3, 0.4, 0, 0, 0
0.256, 399.44, 87.06, -176.628, -135.487, -60.7996, -52.5057, 6.3, -0.2, -1.1, 0, -0.12, 0.02, 0.2, -0.3, 0.4, 0, 0, 0
0.26, 399.454, 87.065, -176.627, -135.486, -60.7992, -52.5053, 6.2, -0.2, -1, 0, -0.12, 0.02, 0.2, -0.3, 0.4, 0, 0, 0
0.264, 399.464, 87.069, -176.631, -135.484, -60.7988, -52.5047, 6.2, -0.2, -1.1, 0, -0.12, 0.02, 0.2, -0.1, 0.3, 0, 0, 0
0.268, 399.477, 87.073, -176.627, -135.482, -60.799, -52.5055, 6.5, -0.2, -1.1, 0, -0.12, 0.02, 0.2, -0.3, 0.4, 0, 0, 0
0.272, 399.488, 87.077, -176.631, -135.481, -60.7986, -52.5048, 6.5, -0.3, -1.1, 0, -0.12, 0.02, 0.2, -0.3, 0.3, 0, 0, 0
0.276, 399.502, 87.078, -176.628, -135.478, -60.799, -52.506, 5.9, -0.6, -1, 0, -0.11, 0, 0.2, -0.3, 0.4, 0, 0, 0
0.28, 399.512, 87.082, -176.632, -135.477, -60.7986, -52.5053, 6.9, -0.5, -1.7, 0, -0.11, 0.01, 0.2, -0.1, 0.3, 0, 0, 0
0.284, 399.526, 87.086, -176.629, -135.475, -60.7988, -52.506, 6.7, -0.4, -1.7, 0, -0.11, 0.01, 0.1, -0.2, 0.3, 0, 0, 0
0.288, 399.531, 87.088, -176.631, -135.474, -60.7986, -52.5057, 6.6, -0.3, -1.7, 0, -0.1, 0.02, 0.1, -0.2, 0.4, 0, 0, 0
0.292, 399.544, 87.092, -176.628, -135.471, -60.7988, -52.5065, 6.7, -0.3, -1.5, 0, -0.12, 0.02, 0.2, -0.2, 0.3, 0, 0, 0
0.296, 399.555, 87.096, -176.632, -135.47, -60.7984, -52.5058, 6.5, -0.3, -1.5, 0, -0.11, 0.02, 0.2, -0.3, 0.4, 0, 0, 0
0.3, 399.569, 87.1, -176.629, -135.467, -60.7986, -52.5066, 6.6, -0.3, -1.2, 0, -0.12, 0.02, 0.1, -0.2, 0.3, 0, 0, 0
0.304, 399.577, 87.1, -176.624, -135.466, -60.7992, -52.5081, 6.6, -0.3, -1.2, 0, -0.12, 0.02, 0.2, -0.1, 0.3, 0, 0, 0
0.308, 399.587, 87.104, -176.627, -135.465, -60.7989, -52.5075, 7, -0.1, -1.5, 0, -0.11, 0.02, 0.2, -0.2, 0.3, 0, 0, 0
0.312, 399.601, 87.108, -176.625, -135.462, -60.799, -52.5082, 7.1, -0.2, -1.6, 0, -0.11, 0.02, 0.1, -0.2, 0.4, 0, 0, 0
0.316, 399.606, 87.11, -176.627, -135.462, -60.7988, -52.5078, 6.9, -0.3, -1.5, 0, -0.12, 0.02, 0.2, -0.2, 0.3, 0, 0, 0
0.32, 399.619, 87.114, -176.626, -135.46, -60.7984, -52.5074, 6.9, -0.1, -1.5, 0, -0.11, 0.02, 0.3, -0.2, 0.3, 0, 0, 0
0.324, 399.624, 87.116, -176.628, -135.459, -60.7982, -52.5071, 6.7, -0.1, -1.3, 0, -0.12, 0.02, 0.2, -0.2, 0.4, 0, 0, 0
0.328, 399.638, 87.117, -176.625, -135.457, -60.7986, -52.5082, 6.2, -0.2, -1.2, 0, -0.12, 0.02, 0.3, -0.2, 0.4, 0, 0, 0
0.332, 399.643, 87.119, -176.626, -135.457, -60.7984, -52.5079, 5.9, -0.1, -1.1, 0, -0.12, 0.02, 0.3, -0.3, 0.3, 0, 0, 0
0.336, 399.657, 87.123, -176.623, -135.454, -60.7986, -52.5087, 6, 0, -1.2, 0, -0.12, 0.03, 0.1, -0.2, 0.3, 0, 0, 0
0.34, 399.662, 87.123, -176.625, -135.454, -60.7986, -52.5088, 6.8, 0, -1.4, 0, -0.12, 0.03, 0.2, -0.2, 0.3, 0, 0, 0
0.344, 399.674, 87.125, -176.625, -135.453, -60.7983, -52.5085, 6.7, 0, -1.3, 0, -0.12, 0.03, 0.2, -0.1, 0.4, 0, 0, 0
0.348, 399.682, 87.122, -176.621, -135.452, -60.7991, -52.5103, 6.3, -0.2, -1.2, 0, -0.12, 0.02, 0.2, -0.1, 0.4, 0, 0, 0
0.352, 399.685, 87.117, -176.625, -135.454, -60.7989, -52.51, 6.3, -0.4, -1, 0, -0.13, 0.02, 0.2, -0.1, 0.4, 0, 0, 0
0.356, 399.697, 87.108, -176.625, -135.456, -60.7995, -52.5117, 6.2, -0.4, -1, 0, -0.12, 0.02, 0.2, -0.2, 0.3, 0, 0, 0
0.36, 399.7, 87.098, -176.63, -135.459, -60.7996, -52.5119, 6.2, -0.2, -0.6, 0, -0.14, 0.04, 0.1, -0.2, 0.3, 0, 0, 0
0.364, 399.711, 87.087, -176.633, -135.463, -60.7999, -52.5128, 5.9, -0.1, -0.4, 0, -0.14, 0.04, 0.3, -0.3, 0.3, 0, 0, 0
0.368, 399.714, 87.077, -176.64, -135.467, -60.7994, -52.5119, 6.7, -0.1, -1.1, 0.01, -0.14, 0.06, 0.1, -0.3, 0.2, 0, 0, 0
0.372, 399.718, 87.066, -176.641, -135.471, -60.7996, -52.5125, 6.4, -0.2, -1.1, 0.01, -0.14, 0.05, 0.2, -0.2, 0.3, 0, 0, 0
