time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.25, 87, -176.665, -135.522, -60.7979, -52.4975, 0, -0.5, 0.5, -0.02, -0.03, -0.02, 0.2, -0.1, 0.3, 0, 0, 0
0.008, 399.249, 87.001, -176.668, -135.524, -60.7973, -52.4963, 0.8, 0, 0.7, 0, -0.04, -0.01, 0.2, -0.2, 0.3, 0, 0, 0
0.012, 399.248, 87.001, -176.67, -135.525, -60.7968, -52.4952, 0, -0.8, 1.2, 0, -0.04, -0.04, 0.1, -0.3, 0.2, 0, 0, 0
0.016, 399.251, 87.001, -176.663, -135.523, -60.7974, -52.4966, 1.2, -0.1, 0.8, 0, -0.04, -0.01, 0.2, -0.2, 0.4, 0, 0, 0
0.02, 399.254, 87.001, -176.656, -135.522, -60.798, -52.498, 0.9, -0.5, 0.9, 0, -0.04, -0.04, 0.2, -0.1, 0.4, 0, 0, 0
0.024, 399.254, 87.001, -176.658, -135.523, -60.7974, -52.4968, 1.2, -0.3, 0.8, 0, -0.04, -0.02, 0.1, -0.2, 0.3, 0, 0, 0
0.028, 399.257, 87.001, -176.651, -135.521, -60.798, -52.4982, 1.9, -0.1, 0.1, -0.01, -0.02, -0.02, 0.2, -0.1, 0.3, 0, 0, 0
0.032, 399.26, 87.001, -176.644, -135.52, -60.7986, -52.4996, 0.6, -0.2, 0.8, 0, -0.04, -0.02, 0.2, -0.2, 0.2, 0, 0, 0
0.036, 399.259, 87.001, -176.646, -135.521, -60.798, -52.4984, 0.6, 0.1, 0.6, 0, -0.02, -0.01, 0.1, -0.1, 0.1, 0, 0, 0
0.04, 399.262, 87.001, -176.64, -135.519, -60.7985, -52.4997, 2.1, 0.1, -0.3, 0, -0.02, 0, 0.1, -0.2, 0.3, 0, 0, 0
0.044, 399.261, 87.002, -176.642, -135.521, -60.7979, -52.4984, 0.5, 0, 0, 0, -0.01, -0.01, 0.2, -0.1, 0.4, 0, 0, 0
0.048, 399.263, 87.002, -176.637, -135.52, -60.798, -52.4987, 0.8, 0, 0, 0, -0.02, -0.01, 0.3, -0.1, 0.3, 0, 0, 0
0.052, 399.262, 87.002, -176.64, -135.522, -60.7973, -52.4975, 0.6, 0, 0.6, 0, -0.04, -0.01, 0.1, -0.2, 0.3, 0, 0, 0
0.056, 399.265, 87.002, -176.635, -135.521, -60.7973, -52.4977, 1.5, 0.1, 0, 0, -0.02, -0.01, 0.2, -0.2, 0.2, 0, 0, 0
0.06, 399.264, 87.003, -176.637, -135.523, -60.7968, -52.4966, 0, 0, 0.5, 0, -0.02, -0.01, 0.1, -0.2, 0.3, 0, 0, 0
0.064, 399.262, 87.003, -176.642, -135.525, -60.7955, -52.4941, 0.8, 0, 0, -0.01, -0.02, 0, 0.1, -0.2, 0.3, 0, 0, 0
0.068, 399.265, 87.003, -176.637, -135.525, -60.7956, -52.4944, -0.5, -0.2, 0.6, -0.01, -0.03, -0.01, 0.1, -0.2, 0.3, 0, 0, 0
