time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.253, 87.003, -176.672, -135.524, -60.7982, -52.4951, 3.2, -3, -0.6, -0.03, -0.04, -0.09, 0.1, -0.1, 0.3, 0, 0, 0
0.008, 399.249, 86.993, -176.671, -135.525, -60.7986, -52.496, 3.8, -3.3, 0.1, -0.04, -0.08, -0.1, 0, -0.1, 0.2, 0, 0, 0
0.012, 399.255, 86.995, -176.673, -135.524, -60.7984, -52.4957, 2.6, -3.2, 0.2, -0.04, -0.06, -0.09, 0, 0, 0.4, 0, 0, 0
0.016, 399.252, 86.987, -176.672, -135.524, -60.7986, -52.4963, 2.7, -2.5, -0.2, -0.03, -0.04, -0.07, 0.1, 0, 0.3, 0, 0, 0
0.02, 399.249, 86.98, -176.671, -135.525, -60.7989, -52.497, 3.1, -2.3, -0.4, -0.02, -0.04, -0.06, 0.1, 0, 0.3, 0, 0, 0
0.024, 399.248, 86.98, -176.674, -135.526, -60.7983, -52.4957, 3, -2.2, -0.3, -0.02, -0.04, -0.06, 0.1, 0, 0.4, 0, 0, 0
0.028, 399.245, 86.972, -176.673, -135.527, -60.7985, -52.4963, 3.1, -2, -0.4, -0.02, -0.04, -0.05, 0.1, -0.1, 0.3, 0, 0, 0
0.032, 399.243, 86.965, -176.672, -135.527, -60.7987, -52.4969, 2.8, -2.2, -0.4, -0.02, -0.04, -0.06, 0.1, -0.1, 0.3, 0, 0, 0
0.036, 399.24, 86.958, -176.671, -135.527, -60.799, -52.4975, 2.7, -2.4, -0.2, -0.02, -0.04, -0.06, 0.1, -0.1, 0.3, 0, 0, 0
0.04, 399.237, 86.95, -176.67, -135.528, -60.7992, -52.4981, 3, -2.8, -0.1, -0.03, -0.05, -0.07, 0.1, -0.2, 0.3, 0, 0, 0
0.044, 399.234, 86.943, -176.669, -135.528, -60.7995, -52.4988, 3.1, -3.1, 0, -0.03, -0.05, -0.09, 0.1, -0.1, 0.3, 0, 0, 0
0.048, 399.236, 86.938, -176.67, -135.528, -60.7995, -52.499, 3.7, -3.2, 0, -0.03, -0.06, -0.09, 0.1, -0.1, 0.3, 0, 0, 0
0.052, 399.234, 86.93, -176.669, -135.528, -60.7997, -52.4996, 3.5, -3.4, 0, -0.04, -0.06, -0.1, 0, -0.1, 0.2, 0, 0, 0
0.056, 399.231, 86.923, -176.668, -135.529, -60.8, -52.5002, 3.3, -3.5, 0.1, -0.04, -0.06, -0.11, 0.1, -0.1, 0.3, 0, 0, 0
0.06, 399.228, 86.915, -176.667, -135.529, -60.8002, -52.5008, 2.9, -3.7, 0.2, -0.04, -0.06, -0.11, 0.1, -0.1, 0.2, 0, 0, 0
0.064, 399.225, 86.908, -176.666, -135.529, -60.8004, -52.5014, 2.9, -3.8, 0.3, -0.05, -0.06, -0.13, 0.1, -0.1, 0.3, 0, 0, 0
0.068, 399.23, 86.91, -176.668, -135.529, -60.8002, -52.5011, 2.7, -3.9, 0.2, -0.05, -0.06, -0.13, 0, -0.1, 0.2, 0, 0, 0
0.072, 399.227, 86.903, -176.667, -135.529, -60.8005, -52.5017, 2.8, -3.9, 0.1, -0.05, -0.06, -0.13, 0, -0.1, 0.3, 0, 0, 0
0.076, 399.229, 86.897, -176.668, -135.529, -60.8005, -52.502, 2.6, -3.9, 0.4, -0.05, -0.06, -0.13, 0, -0.1, 0.2, 0, 0, 0
0.08, 399.226, 86.889, -176.667, -135.529, -60.8008, -52.5027, 2.5, -3.9, 0.2, -0.05, -0.06, -0.13, 0, -0.1, 0.4, 0, 0, 0
0.084, 399.229, 86.885, -176.668, -135.529, -60.8008, -52.5029, 2.7, -3.8, 0, -0.05, -0.05, -0.13, 0, 0, 0.4, 0, 0, 0
0.088, 399.231, 86.879, -176.669, -135.529, -60.8008, -52.5032, 2.7, -3.5, 0, -0.04, -0.05, -0.11, 0, 0, 0.4, 0, 0, 0
0.092, 399.237, 86.881, -176.671, -135.528, -60.8006, -52.5029, 3.3, -3.3, -0.1, -0.04, -0.05, -0.1, 0, 0, 0.4, 0, 0, 0
0.096, 399.239, 86.875, -176.672, -135.528, -60.8007, -52.5032, 3.1, -3.1, -0.3, -0.04, -0.04, -0.09, 0, 0, 0.3, 0, 0, 0
0.1, 399.25, 86.872, -176.668, -135.526, -60.8011, -52.5046, 2.8, -3, -0.1, -0.03, -0.05, -0.09, 0, 0, 0.3, 0, 0, 0
