time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.248, 87.001, -176.67, -135.524, -60.7984, -52.4953, 0.3, 0, 0.2, 0, -0.02, -0.01, 0, -0.2, 0.3, 0, 0, 0
0.008, 399.251, 87.001, -176.663, -135.523, -60.799, -52.4968, -0.8, -0.2, 1.2, -0.01, -0.04, -0.02, 0.1, -0.2, 0.6, 0, 0, 0
0.012, 399.254, 87.001, -176.656, -135.521, -60.7996, -52.4982, 1.3, 0.2, 0, 0, -0.03, 0, 0, -0.1, 0.5, 0, 0, 0
0.016, 399.257, 87.001, -176.65, -135.519, -60.8002, -52.4996, 0.5, -0.1, 0.5, 0, -0.03, -0.01, 0.1, -0.2, 0.4, 0, 0, 0
0.02, 399.256, 87.001, -176.652, -135.521, -60.7996, -52.4984, -0.2, -0.3, 0.9, -0.01, -0.04, -0.02, 0, -0.1, 0.5, 0, 0, 0
0.024, 399.259, 87.001, -176.645, -135.519, -60.8002, -52.4998, 0.3, -0.2, 0.5, 0, -0.03, -0.01, 0.1, -0.2, 0.4, 0, 0, 0
0.028, 399.262, 87.001, -176.639, -135.518, -60.8007, -52.5011, 0.4, -0.3, 0.1, -0.01, -0.02, -0.02, 0.2, -0.2, 0.4, 0, 0, 0
0.032, 399.265, 87.001, -176.632, -135.516, -60.8013, -52.5025, -0.7, 0, 0.8, 0, -0.03, -0.01, 0.1, -0.1, 0.3, 0, 0, 0
0.036, 399.268, 87.001, -176.625, -135.514, -60.8019, -52.5039, -0.4, 0, 0.6, 0, -0.02, -0.01, 0.2, -0.2, 0.4, 0, 0, 0
0.04, 399.271, 87.001, -176.618, -135.513, -60.8025, -52.5053, 0.1, -0.1, 0.1, 0, -0.02, -0.01, 0.1, -0.2, 0.4, 0, 0, 0
0.044, 399.274, 87.001, -176.611, -135.511, -60.8031, -52.5066, 0.1, 0, 0.1, 0, -0.02, 0, 0.1, -0.1, 0.4, 0, 0, 0
0.048, 399.277, 87.001, -176.604, -135.51, -60.8037, -52.508, 0.5, -0.3, 0.2, 0, -0.02, -0.01, 0, -0.1, 0.5, 0, 0, 0
