time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.248, 87.001, -176.67, -135.524, -60.7984, -52.4953, 0.2, 0.5, 0.5, 0, -0.02, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.008, 399.247, 87.001, -176.673, -135.526, -60.7977, -52.4941, 0, 0.2, 0.8, 0, -0.03, 0, 0.3, -0.1, 0.3, 0, 0, 0
0.012, 399.25, 87.001, -176.666, -135.524, -60.7983, -52.4955, -0.6, 0, 1.5, -0.01, -0.04, -0.01, 0.2, -0.1, 0.2, 0, 0, 0
0.016, 399.253, 87.001, -176.659, -135.522, -60.799, -52.4969, 0.1, 0.2, 1.2, 0, -0.04, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.02, 399.256, 87.001, -176.652, -135.521, -60.7996, -52.4984, 0.2, 0, 1.3, 0, -0.04, -0.01, 0.2, -0.2, 0.2, 0, 0, 0
0.024, 399.259, 87.001, -176.645, -135.519, -60.8002, -52.4998, 0.2, 0.3, 1.1, 0, -0.04, 0, 0.3, -0.1, 0.3, 0, 0, 0
0.028, 399.259, 87.001, -176.647, -135.52, -60.7996, -52.4987, 0.3, 0.2, 0.8, 0, -0.03, 0, 0.3, -0.2, 0.2, 0, 0, 0
0.032, 399.261, 87.001, -176.641, -135.519, -60.8002, -52.5, 1, 0.3, 0.3, 0, -0.02, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.036, 399.264, 87.001, -176.634, -135.517, -60.8008, -52.5014, 0.8, 0.2, 0.2, 0, -0.02, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.04, 399.267, 87.001, -176.627, -135.516, -60.8014, -52.5028, -0.6, 0.4, 1.1, 0, -0.03, 0, 0.3, -0.3, 0.2, 0, 0, 0
0.044, 399.27, 87.002, -176.622, -135.515, -60.8014, -52.503, -0.2, 0.1, 1, 0, -0.04, -0.01, 0.4, -0.3, 0.3, 0, 0, 0
0.048, 399.272, 87.002, -176.618, -135.515, -60.8013, -52.503, 0.4, 0.3, 0.8, 0, -0.03, 0, 0.3, -0.1, 0.3, 0, 0, 0
0.052, 399.271, 87.002, -176.62, -135.517, -60.8007, -52.5018, 0.2, 0.5, 1, 0, -0.04, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.056, 399.274, 87.002, -176.613, -135.515, -60.8013, -52.5032, 0.7, 0.3, 1.1, 0, -0.04, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.06, 399.273, 87.002, -176.615, -135.516, -60.8008, -52.5021, 1.1, 0.3, 0.6, 0, -0.04, 0, 0.3, -0.2, 0.2, 0, 0, 0
0.064, 399.272, 87.003, -176.618, -135.517, -60.8001, -52.5009, 0.6, 0.3, 0.6, 0, -0.04, 0, 0.3, -0.1, 0.2, 0, 0, 0
0.068, 399.275, 87.003, -176.613, -135.517, -60.8001, -52.501, -0.4, 0.3, 1.3, 0, -0.05, -0.01, 0.3, -0.2, 0.2, 0, 0, 0
0.072, 399.274, 87.003, -176.615, -135.518, -60.7996, -52.4999, 0.1, 0.2, 1.6, 0, -0.07, -0.01, 0.3, -0.1, 0.2, 0, 0, 0
0.076, 399.273, 87.003, -176.617, -135.52, -60.799, -52.4987, 0.6, 0.6, 1.1, 0, -0.05, 0, 0.3, -0.1, 0.2, 0, 0, 0
0.08, 399.275, 87.004, -176.612, -135.519, -60.799, -52.4989, 0.7, 0.7, 1, 0, -0.04, 0, 0.3, -0.2, 0.2, 0, 0, 0
0.084, 399.275, 87.004, -176.614, -135.521, -60.7984, -52.4978, 0, 0.3, 1.6, 0, -0.05, -0.01, 0.2, -0.2, 0.2, 0, 0, 0
0.088, 399.277, 87.004, -176.61, -135.52, -60.7983, -52.4978, 1, 0.6, 0.9, 0, -0.04, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.092, 399.276, 87.005, -176.613, -135.522, -60.7977, -52.4966, 0.9, 0.8, 0.9, 0, -0.04, 0.01, 0.2, -0.2, 0.2, 0, 0, 0
0.096, 399.275, 87.005, -176.615, -135.523, -60.7971, -52.4954, 0, 0.3, 1.3, 0, -0.04, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.1, 399.277, 87.005, -176.61, -135.523, -60.7972, -52.4957, 0.1, 0.3, 1.5, 0, -0.05, -0.01, 0.2, -0.2, 0.2, 0, 0, 0
0.104, 399.276, 87.005, -176.612, -135.524, -60.7965, -52.4944, 0.6, 0.6, 1.1, 0, -0.04, 0, 0.2, -0.2, 0.2, 0, 0, 0
0.108, 399.279, 87.006, -176.608, -135.524, -60.7965, -52.4946, 0.2, 0.7, 0.6, 0, -0.02, 0, 0.4, -0.2, 0.3, 0, 0, 0
0.112, 399.278, 87.006, -176.61, -135.525, -60.796, -52.4935, 0.2, 0.7, 1, 0, -0.03, 0, 0.2, -0.2, 0.1, 0, 0, 0
