time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.25, 87.003, -176.678, -135.525, -60.7976, -52.4938, -0.7, -2.4, 4.4, -0.02, -0.09, -0.14, 0.1, -0.1, 0.5, 0, 0, 0
0.008, 399.25, 87, -176.679, -135.526, -60.7978, -52.4941, -1.4, -2.9, 3.9, -0.04, -0.07, -0.15, 0, -0.2, 0.5, 0, 0, 0
0.012, 399.25, 87.003, -176.678, -135.525, -60.7976, -52.4938, -1.5, -3, 4.1, -0.04, -0.07, -0.15, 0.1, -0.1, 0.5, 0, 0, 0
0.016, 399.25, 87, -176.679, -135.526, -60.7978, -52.4941, -1.2, -3, 4, -0.04, -0.07, -0.15, 0.1, -0.1, 0.3, 0, 0, 0
0.02, 399.25, 87.003, -176.678, -135.525, -60.7976, -52.4938, -1.7, -2.8, 4.3, -0.04, -0.08, -0.15, 0.1, -0.1, 0.5, 0, 0, 0
0.024, 399.249, 87.003, -176.681, -135.527, -60.797, -52.4925, -1.8, -2.9, 5, -0.02, -0.1, -0.16, 0.1, -0.1, 0.5, 0, 0, 0
0.028, 399.252, 87.003, -176.674, -135.525, -60.7976, -52.4938, -1.6, -2.9, 4.8, -0.03, -0.09, -0.16, 0.1, -0.1, 0.5, 0, 0, 0
0.032, 399.251, 87.003, -176.676, -135.526, -60.797, -52.4927, 0.5, -2, 3.9, -0.01, -0.09, -0.12, 0.1, -0.2, 0.3, 0, 0, 0
0.036, 399.254, 87.003, -176.669, -135.525, -60.7976, -52.4941, 0.2, -1.5, 3.8, 0, -0.08, -0.11, 0, 0, 0.3, 0, 0, 0
0.04, 399.251, 86.996, -176.669, -135.525, -60.7979, -52.4948, 0.5, -1.7, 3.7, 0, -0.08, -0.11, 0.1, -0.1, 0.3, 0, 0, 0
0.044, 399.254, 86.996, -176.662, -135.523, -60.7985, -52.4962, 0.6, -2, 3.8, 0, -0.08, -0.12, 0.1, -0.1, 0.3, 0, 0, 0
0.048, 399.257, 86.996, -176.655, -135.522, -60.7991, -52.4976, 1, -2.2, 3.5, -0.01, -0.07, -0.13, 0.1, -0.2, 0.3, 0, 0, 0
0.052, 399.26, 86.996, -176.65, -135.522, -60.7991, -52.4978, 0.6, -2.3, 3.8, -0.01, -0.07, -0.14, 0.1, -0.2, 0.3, 0, 0, 0
0.056, 399.262, 86.996, -176.644, -135.52, -60.7996, -52.4991, 0.7, -2.8, 3.7, -0.02, -0.07, -0.15, 0, 0, 0.3, 0, 0, 0
0.06, 399.265, 86.996, -176.637, -135.518, -60.8002, -52.5005, 0.5, -2.7, 3.9, -0.01, -0.07, -0.15, 0.1, 0, 0.3, 0, 0, 0
