time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.253, 87.003, -176.672, -135.522, -60.797, -52.4975, 2.4, -1.7, 0.4, -0.02, -0.05, -0.05, 0.2, -0.2, 0.2, 0, 0, 0
0.008, 399.252, 87.003, -176.674, -135.523, -60.7964, -52.4963, 2.1, -1.1, 0.7, -0.02, -0.04, -0.04, 0.3, -0.1, 0.4, 0, 0, 0
0.012, 399.252, 87.003, -176.674, -135.525, -60.7976, -52.4938, 1.2, -1.6, 0.5, -0.02, -0.04, -0.05, 0.2, -0.1, 0.4, 0, 0, 0
0.016, 399.257, 87.005, -176.676, -135.524, -60.7974, -52.4935, 0.7, -1.3, 1.1, -0.02, -0.04, -0.04, 0.4, -0.1, 0.3, 0, 0, 0
0.02, 399.254, 86.997, -176.675, -135.525, -60.7976, -52.4941, 0.9, -1.5, 1, -0.02, -0.05, -0.05, 0.1, 0, 0.3, 0, 0, 0
0.024, 399.257, 86.998, -176.67, -135.524, -60.7977, -52.4944, 1.5, -1.4, 0.6, -0.02, -0.05, -0.05, 0.3, 0, 0.3, 0, 0, 0
0.028, 399.254, 86.99, -176.67, -135.525, -60.7979, -52.4951, 3.1, -1.3, 0.6, -0.01, -0.05, -0.05, 0.3, 0, 0.4, 0, 0, 0
0.032, 399.257, 86.99, -176.663, -135.523, -60.7985, -52.4965, 2.6, -1.2, 0.5, -0.02, -0.04, -0.04, 0.3, 0, 0.3, 0, 0, 0
0.036, 399.254, 86.982, -176.662, -135.524, -60.7987, -52.4971, 2.2, -1.2, 0.6, -0.02, -0.04, -0.04, 0.3, -0.1, 0.2, 0, 0, 0
0.04, 399.257, 86.982, -176.655, -135.522, -60.7994, -52.4985, 1.7, -1.5, 0.6, -0.02, -0.04, -0.04, 0.3, -0.2, 0.2, 0, 0, 0
0.044, 399.259, 86.977, -176.656, -135.522, -60.7994, -52.4988, 2.1, -1.4, 0.4, -0.01, -0.04, -0.03, 0.2, -0.2, 0.2, 0, 0, 0
0.048, 399.26, 86.97, -176.648, -135.521, -60.8002, -52.5008, 1.7, -1.5, 0.8, -0.02, -0.04, -0.04, 0.3, -0.1, 0.3, 0, 0, 0
0.052, 399.257, 86.963, -176.647, -135.521, -60.8005, -52.5014, 1.6, -1.4, 1, -0.02, -0.05, -0.05, 0.1, -0.2, 0.3, 0, 0, 0
0.056, 399.26, 86.963, -176.641, -135.519, -60.801, -52.5027, 1.3, -1.5, 1, -0.02, -0.06, -0.05, 0.3, -0.1, 0.4, 0, 0, 0
0.06, 399.256, 86.955, -176.642, -135.521, -60.8006, -52.5021, 1.1, -1.5, 1.3, -0.02, -0.07, -0.05, 0.4, 0, 0.2, 0, 0, 0
0.064, 399.256, 86.948, -176.634, -135.52, -60.8015, -52.5041, 1.5, -1.5, 1.4, -0.02, -0.07, -0.05, 0.3, -0.1, 0.4, 0, 0, 0
0.068, 399.253, 86.941, -176.633, -135.52, -60.8017, -52.5047, 1.5, -1.3, 1, -0.02, -0.06, -0.04, 0.2, -0.3, 0.4, 0, 0, 0
0.072, 399.256, 86.941, -176.626, -135.519, -60.8023, -52.5061, 0.8, -1.4, 1.4, -0.02, -0.07, -0.05, 0.2, -0.3, 0.4, 0, 0, 0
0.076, 399.253, 86.933, -176.625, -135.519, -60.8026, -52.5067, 0.9, -1.5, 1.4, -0.02, -0.07, -0.05, 0.1, -0.2, 0.3, 0, 0, 0
0.08, 399.261, 86.935, -176.622, -135.518, -60.8024, -52.5066, 0.9, -1.5, 1.6, -0.01, -0.07, -0.05, 0.3, -0.1, 0.4, 0, 0, 0
0.084, 399.257, 86.928, -176.624, -135.52, -60.802, -52.506, 1.4, -1.7, 1.3, -0.01, -0.06, -0.06, 0.3, -0.1, 0.4, 0, 0, 0
0.088, 399.26, 86.928, -176.617, -135.518, -60.8025, -52.5073, 1.2, -1.5, 1.2, -0.02, -0.07, -0.05, 0.4, -0.1, 0.3, 0, 0, 0
