time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.253, 87.003, -176.672, -135.522, -60.797, -52.4975, 0.9, -3.4, 3.4, -0.02, -0.08, -0.17, 0.1, -0.1, 0.4, 0, 0, 0
0.008, 399.25, 86.995, -176.671, -135.522, -60.7972, -52.4982, 0.2, -3, 4.1, -0.02, -0.1, -0.15, 0.2, -0.2, 0.4, 0, 0, 0
0.012, 399.249, 86.995, -176.673, -135.523, -60.7966, -52.4969, 0.3, -3.2, 3.9, -0.02, -0.09, -0.16, 0.1, -0.2, 0.5, 0, 0, 0
0.016, 399.252, 86.995, -176.666, -135.522, -60.7972, -52.4983, 0.2, -3.2, 4, -0.02, -0.1, -0.16, 0.1, 0, 0.3, 0, 0, 0
0.02, 399.255, 86.995, -176.66, -135.52, -60.7978, -52.4998, 1, -3.3, 3.9, -0.02, -0.1, -0.17, 0.2, -0.2, 0.3, 0, 0, 0
0.024, 399.258, 86.995, -176.653, -135.518, -60.7984, -52.5012, 0.8, -3.3, 3.5, -0.02, -0.1, -0.17, 0.2, -0.1, 0.4, 0, 0, 0
0.028, 399.261, 86.995, -176.646, -135.517, -60.799, -52.5026, 0.7, -3.4, 3.6, -0.02, -0.08, -0.17, 0.1, -0.1, 0.4, 0, 0, 0
0.032, 399.263, 86.996, -176.641, -135.517, -60.799, -52.5028, 0.8, -3.5, 3.8, -0.03, -0.09, -0.17, 0.1, -0.1, 0.4, 0, 0, 0
0.036, 399.26, 86.988, -176.64, -135.517, -60.7993, -52.5034, 0.9, -3.4, 3.5, -0.02, -0.07, -0.16, 0, -0.1, 0.4, 0, 0, 0
0.04, 399.263, 86.988, -176.633, -135.515, -60.7999, -52.5048, 0.7, -3.2, 3.6, -0.02, -0.07, -0.16, 0, 0, 0.5, 0, 0, 0
0.044, 399.263, 86.98, -176.626, -135.514, -60.8007, -52.5069, 0.6, -3.4, 3.7, -0.02, -0.07, -0.16, 0, -0.1, 0.3, 0, 0, 0
0.048, 399.264, 86.973, -176.618, -135.513, -60.8016, -52.5089, 1.1, -3.3, 3.8, -0.02, -0.08, -0.17, 0.1, -0.1, 0.3, 0, 0, 0
0.052, 399.269, 86.968, -176.612, -135.511, -60.8022, -52.5104, 1.1, -3.4, 3.7, -0.02, -0.09, -0.16, 0.1, -0.1, 0.3, 0, 0, 0
0.056, 399.269, 86.961, -176.604, -135.51, -60.803, -52.5124, 0.6, -3.3, 3.8, -0.02, -0.09, -0.16, 0.1, -0.2, 0.2, 0, 0, 0
0.06, 399.269, 86.953, -176.599, -135.51, -60.8032, -52.5133, 0.9, -3.2, 4, -0.02, -0.1, -0.15, 0.2, -0.1, 0.4, 0, 0, 0
0.064, 399.269, 86.946, -176.591, -135.509, -60.8041, -52.5153, 0.9, -3.3, 3.9, -0.02, -0.1, -0.15, 0.2, -0.1, 0.4, 0, 0, 0
0.068, 399.268, 86.939, -176.586, -135.509, -60.8042, -52.5159, 0.7, -3.2, 3.9, -0.02, -0.1, -0.15, 0.2, -0.1, 0.4, 0, 0, 0
0.072, 399.27, 86.932, -176.573, -135.507, -60.8051, -52.5181, 0.1, -3.1, 3.9, -0.02, -0.1, -0.15, 0.1, -0.1, 0.4, 0, 0, 0
0.076, 399.266, 86.917, -176.569, -135.509, -60.805, -52.5184, 0.6, -3.2, 3.9, -0.02, -0.1, -0.15, 0.2, -0.1, 0.4, 0, 0, 0
0.08, 399.268, 86.917, -176.564, -135.509, -60.805, -52.5186, 0.4, -3.3, 3.5, -0.02, -0.09, -0.16, 0.3, -0.3, 0.3, 0, 0, 0
0.084, 399.267, 86.911, -176.561, -135.51, -60.8046, -52.5181, 0.1, -3.3, 3.6, -0.02, -0.09, -0.16, 0.4, -0.3, 0.3, 0, 0, 0
0.088, 399.265, 86.904, -176.558, -135.511, -60.8043, -52.5178, 0, -3.5, 4, -0.03, -0.1, -0.18, 0.2, -0.2, 0.3, 0, 0, 0
0.092, 399.263, 86.897, -176.557, -135.514, -60.8033, -52.5161, 0.6, -3.5, 3.7, -0.03, -0.1, -0.18, 0.1, -0.1, 0.4, 0, 0, 0
0.096, 399.259, 86.883, -176.552, -135.516, -60.8032, -52.5164, 0.5, -3.2, 3.7, -0.03, -0.1, -0.17, 0.2, -0.1, 0.4, 0, 0, 0
0.1, 399.259, 86.877, -176.545, -135.517, -60.8028, -52.5161, 0.4, -3.1, 3.8, -0.02, -0.1, -0.17, 0.2, 0, 0.3, 0, 0, 0
0.104, 399.258, 86.87, -176.541, -135.518, -60.8025, -52.5158, 0.4, -3.2, 3.8, -0.02, -0.1, -0.17, 0.2, -0.1, 0.3, 0, 0, 0
0.108, 399.256, 86.863, -176.54, -135.521, -60.8015, -52.5142, 0.5, -3.2, 3.7, -0.02, -0.1, -0.17, 0.2, -0.2, 0.3, 0, 0, 0
0.112, 399.254, 86.856, -176.537, -135.522, -60.8011, -52.5137, 0.5, -3.2, 3.7, -0.02, -0.09, -0.16, 0.2, -0.2, 0.3, 0, 0, 0
0.116, 399.255, 86.856, -176.534, -135.523, -60.8006, -52.5128, 0.1, -3.2, 3.9, -0.02, -0.09, -0.16, 0.3, -0.2, 0.3, 0, 0, 0
0.12, 399.254, 86.85, -176.531, -135.525, -60.8002, -52.5123, 0.6, -3, 3.6, -0.02, -0.08, -0.15, 0.3, -0.3, 0.3, 0, 0, 0
0.124, 399.255, 86.843, -176.521, -135.524, -60.8004, -52.5133, 0.4, -3.1, 3.8, -0.02, -0.09, -0.15, 0.3, -0.1, 0.4, 0, 0, 0
0.128, 399.254, 86.836, -176.518, -135.526, -60.8, -52.5128, 0.3, -3.2, 3.9, -0.02, -0.1, -0.15, 0.3, -0.1, 0.3, 0, 0, 0
0.132, 399.252, 86.829, -176.514, -135.527, -60.7997, -52.5125, 0.3, -3.2, 4.2, -0.02, -0.1, -0.15, 0.1, -0.2, 0.3, 0, 0, 0
0.136, 399.251, 86.822, -176.511, -135.528, -60.7994, -52.5122, 0.5, -3.2, 3.9, -0.02, -0.09, -0.16, 0.2, -0.1, 0.3, 0, 0, 0
0.14, 399.251, 86.815, -176.505, -135.529, -60.7996, -52.513, 0.5, -3.1, 3.7, -0.02, -0.09, -0.16, 0.2, -0.3, 0.3, 0, 0, 0
0.144, 399.249, 86.808, -176.502, -135.53, -60.7992, -52.5125, 0.3, -3.1, 4.1, -0.02, -0.1, -0.15, 0.2, -0.2, 0.3, 0, 0, 0
0.148, 399.251, 86.801, -176.489, -135.528, -60.8001, -52.5148, 0.5, -2.7, 4.1, -0.02, -0.1, -0.15, 0.2, -0.2, 0.3, 0, 0, 0
0.152, 399.253, 86.801, -176.487, -135.53, -60.7994, -52.5137, 0.8, -3.1, 3.9, -0.02, -0.1, -0.16, 0.2, -0.1, 0.4, 0, 0, 0
0.156, 399.252, 86.795, -176.482, -135.53, -60.7997, -52.5144, 0.6, -3, 4.1, -0.02, -0.1, -0.16, 0.2, -0.2, 0.3, 0, 0, 0
0.16, 399.251, 86.787, -176.476, -135.53, -60.7999, -52.5152, 0.8, -3, 4.1, -0.02, -0.1, -0.15, 0.2, -0.2, 0.3, 0, 0, 0
0.164, 399.25, 86.78, -176.473, -135.531, -60.7996, -52.5149, 1.1, -3.1, 3.7, -0.02, -0.1, -0.15, 0.2, -0.2, 0.3, 0, 0, 0
0.168, 399.251, 86.773, -176.462, -135.531, -60.8006, -52.5154, 1.5, -3, 3.4, -0.02, -0.09, -0.15, 0.3, -0.1, 0.4, 0, 0, 0
0.172, 399.25, 86.765, -176.457, -135.531, -60.8007, -52.5161, 1.2, -2.8, 3.4, -0.02, -0.09, -0.15, 0.1, -0.2, 0.3, 0, 0, 0
0.176, 399.252, 86.759, -176.447, -135.531, -60.801, -52.5172, 1.1, -2.8, 3.6, -0.02, -0.09, -0.15, 0.1, -0.2, 0.3, 0, 0, 0
0.18, 399.251, 86.759, -176.449, -135.532, -60.8004, -52.5159, 1.4, -2.8, 3.5, -0.02, -0.09, -0.15, 0.1, -0.1, 0.3, 0, 0, 0
0.184, 399.253, 86.752, -176.437, -135.531, -60.8012, -52.518, 1.2, -2.8, 3.4, -0.02, -0.09, -0.15, 0.2, -0.1, 0.4, 0, 0, 0
0.188, 399.253, 86.745, -176.431, -135.531, -60.8015, -52.5189, 1.1, -2.7, 3.6, -0.02, -0.09, -0.15, 0.1, -0.1, 0.3, 0, 0, 0
0.192, 399.252, 86.74, -176.425, -135.53, -60.8015, -52.5194, 1.1, -2.7, 3.6, -0.01, -0.08, -0.14, 0.2, -0.2, 0.4, 0, 0, 0
0.196, 399.252, 86.733, -176.42, -135.53, -60.8017, -52.5201, 1.1, -2.7, 3.5, -0.01, -0.08, -0.14, 0.1, -0.2, 0.3, 0, 0, 0
0.2, 399.251, 86.726, -176.414, -135.53, -60.802, -52.5211, 1, -2.9, 3.6, -0.02, -0.09, -0.14, 0.1, -0.2, 0.3, 0, 0, 0
