time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.285, 87.022, -176.662, -135.514, -60.7968, -52.4981, -0.3, 0.3, 1, 0, 0, 0, 0.1, -0.2, 0.3, 0, 0, 0
0.008, 399.285, 87.02, -176.662, -135.515, -60.797, -52.4984, 1.7, 0.3, -0.3, 0, 0, 0, 0.1, -0.3, 0.4, 0, 0, 0
0.012, 399.285, 87.022, -176.662, -135.514, -60.7968, -52.4981, 0.2, 0.2, 0.5, 0, 0, 0, 0.1, -0.3, 0.4, 0, 0, 0
0.016, 399.285, 87.02, -176.662, -135.515, -60.797, -52.4984, 0, 0.6, 0.2, 0, 0, 0, 0, -0.2, 0.2, 0, 0, 0
0.02, 399.285, 87.022, -176.662, -135.514, -60.7968, -52.4981, 0.8, 0.5, 0.8, 0, 0, 0, 0.1, -0.1, 0.3, 0, 0, 0
0.024, 399.285, 87.02, -176.662, -135.515, -60.797, -52.4984, 2.1, 0.7, -0.2, 0, 0, 0.01, 0.1, -0.2, 0.3, 0, 0, 0
0.028, 399.285, 87.022, -176.662, -135.514, -60.7968, -52.4981, 0.4, 0.6, 0.3, 0, 0, 0, 0, -0.2, 0.2, 0, 0, 0
0.032, 399.285, 87.02, -176.662, -135.515, -60.797, -52.4984, -0.4, 0.8, 0.3, 0, 0, 0, 0, -0.2, 0.2, 0, 0, 0
0.036, 399.285, 87.022, -176.662, -135.514, -60.7968, -52.4981, 0.8, 0.7, 0.6, 0.01, 0, 0, 0, -0.2, 0.2, 0, 0, 0
0.04, 399.285, 87.02, -176.662, -135.515, -60.797, -52.4984, 1.2, 0.9, -0.6, 0, 0.01, 0.01, 0, 0, 0.2, 0, 0, 0
0.044, 399.285, 87.022, -176.662, -135.514, -60.7968, -52.4981, 0.6, 0.9, 0.6, 0.01, 0, 0, 0.2, -0.1, 0.3, 0, 0, 0
0.048, 399.285, 87.02, -176.662, -135.515, -60.797, -52.4984, -1, 0.9, 0.7, 0, 0, 0.01, 0.1, -0.3, 0.4, 0, 0, 0
0.052, 399.285, 87.022, -176.662, -135.514, -60.7968, -52.4981, -0.5, 0.8, 1.1, 0, 0, 0, 0.1, -0.2, 0.3, 0, 0, 0
0.056, 399.285, 87.02, -176.662, -135.515, -60.797, -52.4984, 1, 0.7, 0.2, 0, 0, 0, 0.1, -0.3, 0.2, 0, 0, 0
0.06, 399.285, 87.022, -176.662, -135.514, -60.7968, -52.4981, 1.7, 0.8, -0.2, 0, 0, 0, 0, -0.3, 0.3, 0, 0, 0
0.064, 399.285, 87.02, -176.662, -135.515, -60.797, -52.4984, 0.3, 0.7, 0.1, 0, 0, 0, 0.2, -0.3, 0.4, 0, 0, 0
0.068, 399.285, 87.022, -176.662, -135.514, -60.7968, -52.4981, 1.3, 0.7, -0.2, 0, 0, 0, 0.1, -0.3, 0.4, 0, 0, 0
