time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.29, 87.017, -176.65, -135.516, -60.7998, -52.4974, 12.1, 0.2, -3.9, 0, -0.08, 0.04, 0.1, -0.2, 0.4, 0, 0, 0
0.008, 399.286, 87.018, -176.661, -135.516, -60.7981, -52.498, 4.7, -1, 0.3, 0, -0.14, -0.01, 0.2, -0.1, 0.3, 0, 0, 0
0.012, 399.284, 87.019, -176.666, -135.516, -60.7973, -52.4984, 5.1, -0.9, 0.4, 0.01, -0.14, -0.02, 0.2, -0.1, 0.3, 0, 0, 0
0.016, 399.276, 87.02, -176.684, -135.517, -60.795, -52.4977, 5.2, -1.1, 0.5, 0.01, -0.15, -0.02, 0.1, -0.1, 0.3, 0, 0, 0
0.02, 399.274, 87.021, -176.689, -135.517, -60.7941, -52.498, 5.8, -1.1, 0.6, 0, -0.15, -0.03, 0.2, -0.2, 0.3, 0, 0, 0
0.024, 399.267, 87.022, -176.707, -135.518, -60.7919, -52.4973, 7, -1.3, 0.2, 0.01, -0.15, -0.03, 0.2, -0.2, 0.3, 0, 0, 0
0.028, 399.262, 87.022, -176.719, -135.52, -60.7904, -52.4962, 8.1, -1.2, 0.1, 0.01, -0.16, -0.04, 0.1, -0.2, 0.3, 0, 0, 0
0.032, 399.255, 87.024, -176.737, -135.521, -60.7882, -52.4955, 8.7, -1.1, 0.2, 0.01, -0.17, -0.03, 0.1, -0.1, 0.2, 0, 0, 0
0.036, 399.25, 87.024, -176.748, -135.523, -60.7868, -52.4945, 9.7, -0.9, -0.9, 0.01, -0.15, -0.02, 0.1, -0.1, 0.3, 0, 0, 0
0.04, 399.247, 87.025, -176.754, -135.522, -60.7859, -52.4949, 10.3, -0.8, -1.7, 0, -0.14, -0.01, 0.1, -0.2, 0.3, 0, 0, 0
0.044, 399.239, 87.026, -176.773, -135.525, -60.7831, -52.493, 10.3, -0.9, -2.5, 0, -0.13, 0, 0, -0.2, 0.4, 0, 0, 0
0.048, 399.237, 87.027, -176.779, -135.525, -60.7822, -52.4934, 10.1, -0.7, -3.2, 0, -0.1, 0, 0, -0.1, 0.4, 0, 0, 0
0.052, 399.235, 87.027, -176.784, -135.525, -60.7815, -52.4937, 10.8, -0.7, -3.3, 0, -0.1, 0, 0.1, 0, 0.5, 0, 0, 0
0.056, 399.232, 87.027, -176.791, -135.526, -60.7809, -52.4923, 11.8, -0.6, -3.4, 0, -0.09, 0, 0.1, -0.1, 0.3, 0, 0, 0
0.06, 399.23, 87.028, -176.797, -135.526, -60.78, -52.4927, 12, -0.7, -3.3, 0, -0.08, 0, 0, -0.1, 0.4, 0, 0, 0
0.064, 399.228, 87.029, -176.802, -135.526, -60.7791, -52.493, 12.1, -0.7, -3.8, 0, -0.07, 0, 0.1, -0.1, 0.3, 0, 0, 0
0.068, 399.226, 87.029, -176.808, -135.526, -60.7783, -52.4934, 12.5, -0.7, -5.5, -0.01, -0.03, 0.01, 0.1, -0.2, 0.3, 0, 0, 0
0.072, 399.231, 87.031, -176.81, -135.525, -60.7781, -52.493, 12.6, -0.7, -6.3, -0.02, -0.03, 0.03, 0.1, -0.2, 0.3, 0, 0, 0
0.076, 399.233, 87.031, -176.804, -135.525, -60.7789, -52.4927, 13, 0, -3.5, 0.03, -0.09, 0.02, 0.1, -0.1, 0.3, 0, 0, 0
0.08, 399.236, 87.03, -176.798, -135.525, -60.7798, -52.4923, 5.4, -1, -4.7, -0.05, -0.03, 0.02, 0.2, -0.1, 0.3, 0, 0, 0
0.084, 399.239, 87.03, -176.792, -135.524, -60.7804, -52.4937, 1.9, -1.1, -2.5, -0.05, -0.06, 0.01, 0.1, -0.1, 0.5, 0, 0, 0
0.088, 399.241, 87.029, -176.786, -135.524, -60.7813, -52.4934, -1.1, -1.7, 2.2, -0.02, -0.15, -0.03, 0.1, 0, 0.4, 0, 0, 0
0.092, 399.243, 87.029, -176.781, -135.524, -60.782, -52.4931, -1, -1.5, 2.1, -0.02, -0.14, -0.03, 0, -0.2, 0.4, 0, 0, 0
0.096, 399.245, 87.028, -176.775, -135.524, -60.7829, -52.4927, -0.2, -1.5, 2.8, 0, -0.17, -0.04, 0.1, -0.2, 0.3, 0, 0, 0
0.1, 399.247, 87.028, -176.77, -135.524, -60.7838, -52.4924, 1.1, -1.3, 2.6, 0, -0.16, -0.04, 0.2, -0.1, 0.4, 0, 0, 0
0.104, 399.249, 87.027, -176.765, -135.525, -60.7845, -52.492, 0.5, -1.4, 3, 0, -0.17, -0.04, 0.2, -0.1, 0.3, 0, 0, 0
0.108, 399.254, 87.027, -176.752, -135.523, -60.786, -52.4931, 3.1, -1.2, 2.3, 0, -0.16, -0.04, 0.2, -0.1, 0.3, 0, 0, 0
0.112, 399.257, 87.026, -176.747, -135.523, -60.7869, -52.4928, 5.4, -1.3, 1.7, 0.01, -0.17, -0.05, 0.1, -0.1, 0.5, 0, 0, 0
0.116, 399.261, 87.025, -176.736, -135.524, -60.7885, -52.4921, 6.2, -1.4, 2.1, 0.02, -0.18, -0.05, 0.1, -0.1, 0.3, 0, 0, 0
0.12, 399.263, 87.024, -176.731, -135.524, -60.7894, -52.4917, 6.1, -1.4, 2.1, 0.02, -0.18, -0.05, 0, -0.1, 0.2, 0, 0, 0
