time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.281, 87.015, -176.657, -135.517, -60.7976, -52.4977, 8, -0.7, -2.3, 0, -0.09, 0, 0, 0, 0.1, 0, 0, 0
0.008, 399.279, 87.016, -176.662, -135.517, -60.7968, -52.498, 5.9, -0.7, -1.5, 0, -0.09, 0, 0.1, 0, 0.3, 0, 0, 0
0.012, 399.277, 87.017, -176.668, -135.517, -60.796, -52.4983, 7, -0.7, -2.2, 0, -0.09, 0, 0, 0, 0.2, 0, 0, 0
0.016, 399.28, 87.019, -176.675, -135.516, -60.7949, -52.4984, 7.2, -0.6, -2.1, 0, -0.09, 0, 0.1, -0.1, 0.3, 0, 0, 0
0.02, 399.273, 87.02, -176.693, -135.518, -60.7927, -52.4976, 6.2, -0.8, -1.8, -0.01, -0.09, 0, 0.2, -0.1, 0.2, 0, 0, 0
0.024, 399.273, 87.029, -176.699, -135.517, -60.7916, -52.4974, 6.1, -0.9, -1.4, -0.01, -0.11, -0.01, 0, 0, 0.2, 0, 0, 0
0.028, 399.269, 87.021, -176.703, -135.517, -60.791, -52.4983, 5, -0.8, -1.3, -0.01, -0.1, 0, 0.1, 0, 0.2, 0, 0, 0
0.032, 399.264, 87.03, -176.722, -135.518, -60.7884, -52.497, 5.8, -0.7, -1.3, 0, -0.11, 0, 0, 0, 0.2, 0, 0, 0
0.036, 399.256, 87.023, -176.734, -135.52, -60.7872, -52.4965, 5.3, -0.8, -1.5, 0, -0.11, 0, 0, 0, 0.3, 0, 0, 0
0.04, 399.249, 87.025, -176.75, -135.522, -60.785, -52.4959, 6.2, -0.8, -1.2, 0, -0.12, 0, 0, -0.1, 0.2, 0, 0, 0
