time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.25, 87.003, -176.665, -135.524, -60.7989, -52.4947, 0.9, -3.9, 3.6, -0.04, -0.09, -0.18, 0.1, 0, 0.1, 0, 0, 0
0.008, 399.249, 87.003, -176.668, -135.525, -60.7983, -52.4934, 1, -3.8, 3.6, -0.03, -0.09, -0.16, 0.1, 0, 0.1, 0, 0, 0
0.012, 399.246, 86.995, -176.667, -135.526, -60.7986, -52.494, 0.3, -3.7, 3.9, -0.02, -0.1, -0.17, 0.1, 0, 0.1, 0, 0, 0
0.016, 399.243, 86.988, -176.666, -135.526, -60.7988, -52.4947, 0.5, -3.6, 3.5, -0.03, -0.08, -0.16, 0.1, -0.1, 0.2, 0, 0, 0
0.02, 399.237, 86.973, -176.664, -135.527, -60.7993, -52.4959, 0.6, -3.7, 3.5, -0.03, -0.08, -0.16, 0.1, 0, 0.3, 0, 0, 0
0.024, 399.237, 86.966, -176.658, -135.527, -60.7996, -52.4968, 0.4, -3.5, 3.5, -0.03, -0.08, -0.16, 0.1, 0, 0.3, 0, 0, 0
0.028, 399.234, 86.959, -176.657, -135.527, -60.7998, -52.4974, 0.7, -3.5, 3.4, -0.02, -0.08, -0.15, 0.1, 0, 0.2, 0, 0, 0
0.032, 399.231, 86.951, -176.656, -135.527, -60.8001, -52.498, 0.7, -3.4, 3.3, -0.02, -0.08, -0.15, 0.2, 0, 0.1, 0, 0, 0
0.036, 399.228, 86.943, -176.655, -135.528, -60.8003, -52.4986, 0.9, -3.4, 3.3, -0.02, -0.08, -0.15, 0.1, 0, 0.1, 0, 0, 0
0.04, 399.225, 86.937, -176.654, -135.528, -60.8005, -52.4992, 0.9, -3.4, 3.3, -0.02, -0.07, -0.14, 0.1, 0, 0.1, 0, 0, 0
0.044, 399.22, 86.921, -176.652, -135.529, -60.801, -52.5004, 0.9, -3.4, 3.4, -0.02, -0.09, -0.14, 0.1, -0.2, 0.1, 0, 0, 0
0.048, 399.217, 86.907, -176.644, -135.528, -60.8021, -52.503, 0.6, -3.5, 3.6, -0.03, -0.08, -0.15, 0, 0, 0.1, 0, 0, 0
0.052, 399.217, 86.899, -176.636, -135.527, -60.8029, -52.5051, 0.3, -3.6, 3.7, -0.03, -0.09, -0.16, 0.1, 0, 0.1, 0, 0, 0
0.056, 399.213, 86.892, -176.637, -135.528, -60.8025, -52.5044, 0.6, -3.7, 3.8, -0.03, -0.09, -0.17, 0.2, 0, 0.1, 0, 0, 0
0.06, 399.213, 86.885, -176.629, -135.527, -60.8034, -52.5065, 0.5, -3.9, 3.8, -0.04, -0.09, -0.18, 0.1, 0, 0.1, 0, 0, 0
0.064, 399.211, 86.878, -176.628, -135.528, -60.8036, -52.507, 1.2, -3.9, 3.7, -0.04, -0.09, -0.18, 0.1, 0, 0.1, 0, 0, 0
0.068, 399.211, 86.87, -176.621, -135.527, -60.8044, -52.5089, 0.8, -4, 3.6, -0.04, -0.07, -0.18, 0.1, 0, 0.1, 0, 0, 0
0.072, 399.211, 86.863, -176.613, -135.525, -60.8053, -52.511, 0.9, -4, 3.6, -0.04, -0.07, -0.18, 0.1, 0, 0.1, 0, 0, 0
0.076, 399.21, 86.855, -176.607, -135.525, -60.8055, -52.5118, 0.5, -3.8, 3.7, -0.04, -0.08, -0.18, 0.1, 0, 0.1, 0, 0, 0
0.08, 399.212, 86.856, -176.603, -135.525, -60.8055, -52.512, 0.8, -3.6, 3.4, -0.03, -0.07, -0.17, 0.1, 0, 0.1, 0, 0, 0
0.084, 399.211, 86.848, -176.598, -135.525, -60.8057, -52.5128, 0.7, -3.9, 3.6, -0.04, -0.08, -0.18, 0.1, 0, 0.1, 0, 0, 0
