time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.258, 87.005, -176.674, -135.523, -60.798, -52.4947, 0.5, -3, 3.9, -0.02, -0.08, -0.15, 0.1, -0.2, 0.3, 0, 0, 0
0.008, 399.255, 86.997, -176.673, -135.524, -60.7982, -52.4954, 0.4, -3.4, 4.1, -0.02, -0.1, -0.17, 0.1, -0.2, 0.3, 0, 0, 0
0.012, 399.258, 86.997, -176.666, -135.522, -60.7988, -52.4968, -0.5, -3.1, 4, -0.02, -0.09, -0.16, 0, -0.2, 0.2, 0, 0, 0
0.016, 399.255, 86.99, -176.665, -135.522, -60.7991, -52.4974, 0.3, -3.2, 3.6, -0.02, -0.09, -0.16, 0.1, -0.2, 0.2, 0, 0, 0
0.02, 399.252, 86.982, -176.664, -135.523, -60.7993, -52.498, -0.1, -3.2, 3.7, -0.02, -0.08, -0.15, 0.2, -0.3, 0.1, 0, 0, 0
0.024, 399.249, 86.975, -176.666, -135.524, -60.7989, -52.4974, -0.1, -3.1, 4, -0.02, -0.09, -0.15, 0.2, -0.3, 0.1, 0, 0, 0
0.028, 399.246, 86.968, -176.665, -135.525, -60.7991, -52.498, 0.4, -3.1, 4.1, -0.02, -0.1, -0.15, 0.1, -0.3, 0.1, 0, 0, 0
0.032, 399.243, 86.96, -176.664, -135.525, -60.7994, -52.4986, 0.6, -3, 3.9, -0.02, -0.09, -0.15, 0, -0.3, 0.1, 0, 0, 0
0.036, 399.24, 86.953, -176.663, -135.525, -60.7996, -52.4992, 1, -2.8, 3.6, -0.01, -0.09, -0.13, 0, -0.3, 0.1, 0, 0, 0
0.04, 399.24, 86.945, -176.655, -135.524, -60.8005, -52.5012, 0.1, -3.2, 3.9, -0.02, -0.09, -0.14, 0.1, -0.3, 0.2, 0, 0, 0
0.044, 399.24, 86.938, -176.647, -135.523, -60.8013, -52.5032, -0.1, -3.1, 4.2, -0.02, -0.1, -0.15, 0.1, -0.2, 0.3, 0, 0, 0
0.048, 399.238, 86.931, -176.646, -135.523, -60.8016, -52.5038, 0.1, -3.2, 4.3, -0.02, -0.1, -0.15, 0.1, -0.3, 0.1, 0, 0, 0
0.052, 399.238, 86.923, -176.638, -135.522, -60.8024, -52.5059, 0.5, -3.2, 4.1, -0.02, -0.1, -0.15, 0.1, -0.3, 0.1, 0, 0, 0
0.056, 399.235, 86.916, -176.637, -135.523, -60.8027, -52.5065, 0.6, -3, 3.8, -0.03, -0.08, -0.15, 0.1, -0.3, 0.1, 0, 0, 0
0.06, 399.237, 86.916, -176.631, -135.521, -60.8032, -52.5078, 0.6, -3.1, 3.8, -0.03, -0.09, -0.16, 0.1, -0.3, 0.1, 0, 0, 0
0.064, 399.237, 86.909, -176.625, -135.521, -60.8035, -52.5086, 0.3, -3, 3.7, -0.03, -0.08, -0.15, 0.1, -0.3, 0.1, 0, 0, 0
0.068, 399.234, 86.901, -176.624, -135.521, -60.8037, -52.5093, 0, -3.1, 3.9, -0.03, -0.07, -0.16, 0.1, -0.3, 0.1, 0, 0, 0
0.072, 399.234, 86.894, -176.616, -135.52, -60.8046, -52.5113, 0.1, -3.1, 4.2, -0.02, -0.09, -0.16, 0, -0.2, 0.2, 0, 0, 0
0.076, 399.234, 86.886, -176.608, -135.519, -60.8054, -52.5133, 0.1, -3.1, 4.2, -0.02, -0.09, -0.16, 0.1, -0.2, 0.2, 0, 0, 0
0.08, 399.235, 86.879, -176.601, -135.518, -60.8062, -52.5152, 0.6, -3.2, 3.9, -0.02, -0.09, -0.16, 0, -0.2, 0.2, 0, 0, 0
0.084, 399.238, 86.879, -176.594, -135.516, -60.8068, -52.5166, 0.7, -3.2, 3.7, -0.02, -0.09, -0.16, 0, -0.2, 0.2, 0, 0, 0
0.088, 399.237, 86.872, -176.589, -135.516, -60.807, -52.5174, 0.4, -3.2, 3.7, -0.03, -0.09, -0.16, 0, -0.2, 0.2, 0, 0, 0
0.092, 399.237, 86.865, -176.581, -135.515, -60.8079, -52.5194, 0.3, -3.3, 4, -0.02, -0.1, -0.17, 0, -0.3, 0.1, 0, 0, 0
0.096, 399.234, 86.857, -176.58, -135.515, -60.8081, -52.52, 0.3, -3.2, 4.2, -0.02, -0.1, -0.16, 0.1, -0.2, 0.1, 0, 0, 0
0.1, 399.233, 86.85, -176.575, -135.516, -60.8083, -52.5207, 1, -3.1, 4.2, -0.02, -0.1, -0.16, 0.1, -0.2, 0.1, 0, 0, 0
0.104, 399.235, 86.85, -176.57, -135.515, -60.8083, -52.5209, 1, -3.1, 4, -0.02, -0.1, -0.15, 0.1, -0.2, 0.2, 0, 0, 0
0.108, 399.234, 86.844, -176.567, -135.517, -60.808, -52.5205, 0.7, -3, 4, -0.03, -0.09, -0.15, 0.1, -0.2, 0.2, 0, 0, 0
0.112, 399.233, 86.837, -176.563, -135.518, -60.8076, -52.5202, 0, -3.2, 4.2, -0.03, -0.09, -0.15, 0, -0.1, 0.1, 0, 0, 0
0.116, 399.234, 86.83, -176.553, -135.518, -60.8078, -52.5211, 0, -3.3, 4.4, -0.02, -0.1, -0.16, 0, -0.2, 0.2, 0, 0, 0
0.12, 399.235, 86.83, -176.553, -135.52, -60.8066, -52.5189, 0.8, -3.4, 4.2, -0.02, -0.11, -0.17, 0.1, -0.3, 0.1, 0, 0, 0
0.124, 399.233, 86.823, -176.549, -135.521, -60.8063, -52.5186, 1, -3.3, 4.1, -0.03, -0.12, -0.16, 0.2, -0.3, 0.1, 0, 0, 0
0.128, 399.231, 86.817, -176.548, -135.524, -60.8054, -52.517, 1.7, -3.3, 3.8, -0.03, -0.12, -0.16, 0.2, -0.3, 0.1, 0, 0, 0
0.132, 399.232, 86.818, -176.546, -135.525, -60.8047, -52.5158, 1.4, -3.3, 3.7, -0.03, -0.11, -0.16, 0.2, -0.3, 0.1, 0, 0, 0
0.136, 399.229, 86.804, -176.541, -135.529, -60.8034, -52.514, 0.8, -3.3, 3.9, -0.03, -0.1, -0.16, 0.1, -0.3, 0.1, 0, 0, 0
0.14, 399.23, 86.804, -176.539, -135.53, -60.8028, -52.5129, 0.9, -3.3, 3.9, -0.02, -0.1, -0.17, 0.2, -0.3, 0.1, 0, 0, 0
0.144, 399.228, 86.797, -176.536, -135.531, -60.8024, -52.5125, 1.1, -3, 3.7, -0.03, -0.09, -0.15, 0.2, -0.3, 0, 0, 0, 0
0.148, 399.227, 86.791, -176.533, -135.533, -60.8021, -52.5121, 1.1, -3.2, 3.6, -0.02, -0.09, -0.16, 0.1, -0.2, 0, 0, 0, 0
0.152, 399.229, 86.792, -176.53, -135.534, -60.8015, -52.5111, 0.8, -3, 3.5, -0.02, -0.07, -0.14, 0.1, -0.2, 0.2, 0, 0, 0
0.156, 399.227, 86.785, -176.526, -135.535, -60.8011, -52.5108, 0.6, -3.1, 3.7, -0.02, -0.08, -0.15, 0.1, -0.2, 0.2, 0, 0, 0
0.16, 399.226, 86.777, -176.522, -135.535, -60.8013, -52.5114, 0.4, -3, 3.8, -0.02, -0.09, -0.15, 0.1, -0.2, 0, 0, 0, 0
0.164, 399.228, 86.778, -176.519, -135.536, -60.8008, -52.5105, 0.6, -3.1, 3.8, -0.02, -0.08, -0.15, 0.1, -0.2, 0, 0, 0, 0
0.168, 399.226, 86.771, -176.515, -135.537, -60.8004, -52.5101, 0.9, -3.1, 3.7, -0.02, -0.1, -0.15, 0.1, -0.2, 0, 0, 0, 0
0.172, 399.226, 86.763, -176.51, -135.537, -60.8007, -52.511, 0.5, -3.1, 3.6, -0.03, -0.08, -0.15, 0, -0.3, 0.1, 0, 0, 0
0.176, 399.225, 86.759, -176.504, -135.537, -60.8007, -52.5114, 0.5, -3.2, 3.8, -0.03, -0.09, -0.15, 0.1, -0.2, 0.1, 0, 0, 0
0.18, 399.227, 86.76, -176.502, -135.538, -60.8, -52.5102, 0.3, -3, 4, -0.02, -0.1, -0.15, 0.1, -0.4, 0.2, 0, 0, 0
0.184, 399.226, 86.752, -176.496, -135.538, -60.8003, -52.5111, 0.8, -3.3, 4, -0.02, -0.1, -0.16, 0.2, -0.3, 0.1, 0, 0, 0
0.188, 399.225, 86.745, -176.491, -135.538, -60.8006, -52.5119, 0.9, -3.3, 4, -0.02, -0.1, -0.16, 0.2, -0.3, 0.1, 0, 0, 0
0.192, 399.227, 86.738, -176.481, -135.538, -60.8008, -52.5129, 1.1, -3.3, 3.7, -0.02, -0.09, -0.16, 0.1, -0.2, 0.2, 0, 0, 0
0.196, 399.226, 86.738, -176.483, -135.539, -60.8002, -52.5117, 1.2, -3.4, 3.6, -0.02, -0.09, -0.16, 0, -0.1, 0.1, 0, 0, 0
0.2, 399.225, 86.732, -176.477, -135.539, -60.8004, -52.5124, 0.7, -3.2, 3.6, -0.03, -0.08, -0.15, 0, -0.1, 0.1, 0, 0, 0
0.204, 399.225, 86.725, -176.472, -135.54, -60.8006, -52.5132, 0.4, -3.2, 3.8, -0.03, -0.09, -0.16, 0, -0.1, 0.1, 0, 0, 0
0.208, 399.227, 86.725, -176.467, -135.539, -60.8007, -52.5135, 0.4, -3.2, 4.1, -0.02, -0.09, -0.16, 0, -0.3, 0.1, 0, 0, 0
0.212, 399.226, 86.717, -176.462, -135.539, -60.8009, -52.5142, 0.7, -3.3, 4.1, -0.02, -0.1, -0.17, 0, -0.3, 0.1, 0, 0, 0
0.216, 399.225, 86.71, -176.456, -135.539, -60.8011, -52.515, 0.9, -3.2, 3.8, -0.02, -0.09, -0.16, 0, -0.3, 0.1, 0, 0, 0
0.22, 399.227, 86.711, -176.454, -135.54, -60.8005, -52.5141, 0.8, -3.3, 3.8, -0.02, -0.09, -0.16, 0.1, -0.3, 0.1, 0, 0, 0
0.224, 399.226, 86.704, -176.448, -135.54, -60.8007, -52.5148, 0.4, -3.4, 3.9, -0.02, -0.1, -0.17, 0.1, -0.3, 0.1, 0, 0, 0
0.228, 399.225, 86.697, -176.443, -135.541, -60.801, -52.5156, 0.1, -3.5, 4.3, -0.03, -0.1, -0.17, 0.1, -0.3, 0.1, 0, 0, 0
