time[sec],px_robot[mm],py_robot[mm],pz_robot[mm],prx_robot[deg],pry_robot[deg],prz_robot[deg],fx_robot[N],fy_robot[N],fz_robot[N],mx_robot[Nm],my_robot[Nm],mz_robot[Nm],fx_human[N],fy_human[N],fz_human[N],mx_human[Nm],my_human[Nm],mz_human[Nm]
0.004, 399.279, 87.013, -176.66, -135.512, -60.7951, -52.5046, 6.1, -0.4, -1.1, 0, -0.13, 0.02, 0.2, -0.1, 0.2, 0, 0, 0
0.008, 399.277, 87.014, -176.666, -135.512, -60.7942, -52.5049, 6.2, 0, -0.9, 0, -0.14, 0.02, 0.3, -0.1, 0.3, 0, 0, 0
0.012, 399.275, 87.014, -176.671, -135.512, -60.7934, -52.5053, 6.3, -0.1, -1.3, 0, -0.12, 0.02, 0.2, -0.2, 0.2, 0, 0, 0
0.016, 399.272, 87.014, -176.678, -135.513, -60.7928, -52.5039, 6.2, 0, -1.2, 0, -0.14, 0.02, 0.2, -0.2, 0.2, 0, 0, 0
0.02, 399.27, 87.015, -176.683, -135.513, -60.792, -52.5042, 6.7, 0, -1.2, 0, -0.14, 0.02, 0.2, -0.1, 0.2, 0, 0, 0
0.024, 399.262, 87.016, -176.701, -135.515, -60.7897, -52.5035, 6.6, -0.1, -1.3, 0, -0.12, 0.02, 0.2, -0.1, 0.2, 0, 0, 0
0.028, 399.26, 87.017, -176.706, -135.515, -60.7889, -52.5038, 6.6, -0.2, -1.1, 0, -0.12, 0.02, 0.2, -0.2, 0.4, 0, 0, 0
0.032, 399.255, 87.017, -176.719, -135.516, -60.7874, -52.5027, 6.4, -0.2, -0.9, 0, -0.13, 0.02, 0.3, -0.1, 0.3, 0, 0, 0
0.036, 399.25, 87.018, -176.731, -135.517, -60.786, -52.5018, 6.5, 0, -1.1, 0, -0.14, 0.02, 0.2, -0.1, 0.2, 0, 0, 0
0.04, 399.245, 87.019, -176.743, -135.519, -60.7845, -52.5007, 6.5, -0.1, -1, 0, -0.14, 0.02, 0.2, -0.2, 0.1, 0, 0, 0
0.044, 399.243, 87.019, -176.748, -135.519, -60.7838, -52.501, 6.4, -0.1, -0.9, 0, -0.16, 0.02, 0.1, -0.2, 0.2, 0, 0, 0
0.048, 399.238, 87.02, -176.761, -135.52, -60.7823, -52.5, 6.1, -0.1, -0.1, 0, -0.17, 0.02, 0.1, -0.1, 0.2, 0, 0, 0
0.052, 399.236, 87.02, -176.766, -135.522, -60.7826, -52.4979, 6.1, -0.1, -0.2, 0, -0.17, 0.02, 0.2, 0, 0.3, 0, 0, 0
0.056, 399.234, 87.021, -176.771, -135.522, -60.7818, -52.4982, 6.4, 0, -0.7, 0, -0.16, 0.03, 0.2, -0.1, 0.3, 0, 0, 0
0.06, 399.228, 87.022, -176.784, -135.524, -60.7804, -52.4971, 6.4, -0.2, -0.9, 0, -0.14, 0.02, 0.2, -0.1, 0.2, 0, 0, 0
0.064, 399.226, 87.022, -176.789, -135.524, -60.7795, -52.4975, 5.3, -0.2, -0.7, 0, -0.12, 0.02, 0.3, -0.1, 0.3, 0, 0, 0
0.068, 399.224, 87.023, -176.794, -135.523, -60.7787, -52.4978, 5.6, -0.4, -0.8, 0, -0.11, 0.01, 0.3, -0.1, 0.2, 0, 0, 0
